ad_id,text,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE
x_1610425279137951,"""I saw on the news that Senator Daines helped set up factories in China. Then Senator Daines voted to protect tax breaks for companies that send jobs to China. Senator Daines is always looking out for powerful special interests."" -- Morton   Montana Speaks Out MONTANANS FOR BULLOCK stevebullock.com ""I saw on the news that Senator Daines helped set up factories in China."" ",0,0,0,0,0,0,0,1,1
x_2715563542043462,"Jon Hoadley voted against law enforcement and with Defund the Police extremists, opposing a resolution that discouraged local governments from defunding or abolishing their police departments.  If he was elected, there be a lot of concerns for lawn forcement enforcement off. The street is not going to solve our problems. In America is going to make it worse. Fred Upton is 100% the right choice for Public Safety. And I approve this message. Fred Upton Upton for All of Us meetjonhoadley.com Meet Jon Hoadley ",0,0,0,0,0,0,0,1,1
x_534726837337469,Should Trump seek a replacement for Supreme Court Justice Ruth Bader Ginsberg IMMEDIATELY? we  American Update American Update americanactionnews.com POLL: Should Trump push nomination of a new Justice?   LIBERAL JUSTICE DEAD AT 87,0,0,0,0,0,0,0,1,0
x_1016211932184018,"Joe Biden and Tina Smith support biological men using women’s bathrooms, changing rooms, locker rooms, and other facilities. President Trump and Jason Lewis oppose biological men using women’s bathrooms, changing rooms, locker rooms, and other facilities.  Make the right choice for Minnesota. Return your absentee ballot application today! Return Your Absentee Ballot Application Today  Common Sense Voters Of America LLC Common Sense Voters of America LLC   ",0,0,0,0,0,0,0,0,1
x_1061600060928672,"Un líder une a las personas, no las divide.  Un líder lucha por las familias, no las destruye. Un líder no propaga el odio.  Sí queremos un verdadero líder, necesitamos elegir a Joe Biden.  Only the loonie naughty be there how stupid are the people know me and the her rotavirus the new Hope's have the right to do whatever I want. This is he dumb only they're known T. Donald is a boon that it's time for us to come together as one America. Everytown for Gun Safety EVERYTOWN FOR GUN SAFETY VICTORY FUND (EVERYTOWN VICTORY FUND) gunsensevoter.org Joe Biden: Un Verdadero Liderazgo Vota por Biden",0,0,0,0,0,0,0,0,1
x_344980406938804,"The Sacramento Democratic Alliance is proud to endorse the re-election of Dr. Susan Heredia to the Natomas School Board. https://heredia4natomaskid.wixsite.com/susancampaign2 SACRAMENTO DEMOCRATIC ALLIANCE Endorses the re-election of DR. SUSAN HEREDIA to the Natomas School Board  Sacramento Democratic Alliance Sacramento Democratic Alliance sacdemalliance.org The Sacramento Democratic Alliance Learn about our endorsed candidates, including Joe Biden for President!",0,0,0,0,0,0,0,1,1
x_1063664077416298,"Now more than ever, we need to put working families before big corporations and special interests. That's why we're standing with teachers and other essential workers in supporting Karen Smythe for Senate District 41.  This election, send a message that it's time to put people over profit by voting on the Working Families Party ballot line (Row D) for Joe Biden and Karen Smythe! Karen Smythe The only choice for working families NY WFP  Karen Smythe for NYS Senate Friends Of Karen S Smythe www.Karen4NYsenate.com Make your plan to vote today! Vote on the Working Families Party line!",0,0,0,0,0,0,0,1,1
x_1026701224429564,"Joe Biden won't stop the violence. He's too weak to lead America. He's the wrong man for these times.  Arson, looting and lawlessness in city after City homicide surging Across America, Joe Biden won't stop the violence. He's too weak to lead America. He's the wrong man for these times. Preserve America PAC PRESERVE AMERICA PAC preserveamericapac.com Joe Biden is Too Weak to be President Arson. Looting. Lawlessness in city after city. Joe Biden won't stop the violence. He's too weak to lead America.",0,0,0,0,0,0,0,1,0
x_343177883461595,"While Deanne is committed to putting the people first, Zordani is bankrolled by Speaker Madigan and his tax-hiking agenda. DEANNE JENNIFER MAZZOCHI ZORDANI Trusted to Work FOR US A BAD BET FOR ILLINOIS  Illinois House Republican Organization Illinois House Republican Organization votenoonzordani.com Vote Deanne Mazzochi Learn More Here",0,0,0,0,0,0,0,1,1
x_245018473541434,"""North Carolina is locked down... solve that problem by voting for @[162676813937511:274:Dan Forest].""  - @[1220332944702810:274:President Donald J. Trump]  A special thank you to North Carolina's, very talented. Everyone's talking about him Dan far as your lieutenant, governor. Tell Dan has been fantastic and people talking about him all over North Carolina, and I know he's a great future big future. So we're honored to be joined by North Carolina, Lieutenant Governor, Dan Forest. They look at what they're doing with North Carolina. It's locked down. You got to get your school's open. You got to get your state open. You got to get your business is going the best way you can solve that problem, as well as fantastic. Dan Forest Committee to Elect Dan Forest danforest.com President Trump endorses Dan Forest for Governor ",0,0,0,0,0,0,0,1,1
x_1119962508420721,"Ron is as conservative as it gets, but this year he's not voting for Trump.  Millions of Republican voters, like Ron, cannot support the president in November.  His cruelty, incompetence, and contempt for conservative values make him unfit to lead this nation.  Listen to their stories.  Hi, my name is Ron Philip Kowski. And I'm an attorney from Sarasota Florida. And I am a lifelong Conservative Republican. I'm a former US Marine. I'm a former Federal prosecutor State prosecutor Police Academy instructor. I was president of one of the largest Republican clubs in the country. I'll probably never vote for a Democrat again after this election. But this time I feel like I have to when it came time for him to serve in the  Vietnam War he got five deferments from the draft. He uses the Holy Bible as a political prop. When what he should do is actually crack it open and read it once in a while. He stands in front of churches for photo ops. When what he should do is actually go in and pray a little bit. The only way we're going to save the soul of the Republican party and make America. Great again is to get Donald Trump out of office. Republican Voters Against Trump Defending Democracy Together rvat.org  ",0,0,0,0,0,0,0,1,1
x_2374446412859556,"With only 8 short weeks left until the election, we need your help to defeat Trump and Trumpism.   ""Donald Trump is the first president in my lifetime who does not try to unite the American people—does not even pretend to try. Instead, he tries to divide us."" —General James Mattis  Will you donate $13 today to make sure this ad stays on air until election day?  This is the story of a coward and a commander the coward Trump dodged the draft Jim Mattis. Let American troops from 40 years while a frightened Trump hides from protesters in a deep bunker firing off tweets. Jim Mattis does what? He's always done leads while Donald Trump angrily attacks. General mattis's words deserve to be hurt by every American Donald Trump is the first president in my lifetime who does not  Not try to unite the American people does not even pretend to try instead. He tries to divide us. We know that we are better than the abuse of executive Authority. We must reject and hold accountable those in office who would make a mockery of our constitution militarizing our response as we witnessed in Washington DC sets up a conflict a false conflict between the military.  Civilian Society in road to the moral ground ensures a trusted bond between men and women in uniform and the society they are sworn to protect. Who do you trust the coward with a command the Lincoln project is responsible for the content of this advertising. The Lincoln Project The Lincoln Project secure.anedot.com Can you donate $13 now? ",1,0,0,0,0,0,0,0,0
x_262286035222532,"Between fake news, celebrity endorsements and click bait headlines, its hard to know what’s real this election cycle, and what’s theater. Everyone’s telling us to vote but no ones talking to us with any substance, or about the issues that matter to us.   This voter guide is designed to get to the facts - what exactly are the differences between Trump and Biden? As Florida kids, we can’t afford to sit out this election. We know what it’s like to live in a state run by the most racist far-right politicians this country has to offer. We know about their agenda and what it means for us: what it feels like when they take away what little healthcare we have, when they force us back to school in unsafe conditions, when they side with the NRA or the cops instead of our fallen peers, when they make it legal for us to be run over in the streets while protesting.  We’re bringing you the facts because we know firsthand that there are real concrete differences between candidates and that those differences mean things, they are a matter of life or death for some of us. NOT Since NOT THE SAME NOT THE SAME NOT THE P Am LIVES bit.ly/floridavoterguide Paid political advertisement paid for by Dream Defenders Fight PAC. 6161 NW 9th Ave., Miami. FL and Defenders Political Action Committee. 6161 NW 9th Ave.. Miami, FL of and not approved or authorized by any candidate or committee  Dream Defenders Fight Pac Dream Defenders Fight PAC   ",0,0,0,0,0,0,0,1,0
x_2733788343605499,Don’t miss your chance to vote early!  🗳  Fill out your ballot for John Hickenlooper 🗳  Return it to a drop box by 7 PM on 11/3 🗳  Make your voice heard. HICKENLOOPER PAID FOR BY HICKENLOOPER FOR COLORADO U.S. SENATE Drop off your ballot by 7 PM on 11/3! JOHN HICKENLOOPER Learn more >>  John W. Hickenlooper HICKENLOOPER FOR COLORADO hickenlooper.com Vote Hickenlooper for U.S. Senate TODAY   ,0,0,0,1,0,0,0,1,1
x_346332536511145,"Senator Kevin Braun helped lead the charge to allow Kansans to vote on the Value Them Both Constitutional Amendment.  As the only KFL endorsed candidate in this race, Senator Braun won't stop fighting to protect our most vulnerable.   Kevin Braun for Kansas Senate District 5 Kevin Braun for Kansas Senate District 5 kevinbraunks.com Senator Kevin Braun From Soldier to Statesman",0,0,0,0,0,0,0,1,1
x_1037314316723697,"Susan Collins voted with Trump 94% of the time, including votes to gut protections for Mainers with pre-existing conditions and cuts to your Social Security and Medicare.  Susan Collins might not say she likes Trump, but she votes with him ninety-four percent of the time. Maine Together Priorities USA Action and SMP. (202) 455-8428. (202) 871-9255. Not authorized by any candidate or candidate's committee. www.mainetogether.net Susan Collins Putting Trump Agenda over Maine families.",0,0,0,0,0,0,0,1,1
x_1571324036387861,Stephanie Bice and Mary Fallin: Bullying Oklahoma kids out of school funding  We need to keep bullies like Stephanie Bice out of Congress by steamed up with Mary Fallon to bully Oklahoma kids out of school funding twice. Then Vice voted to fund our own pay raise bullying. It's bad enough when kids do it worse when politicians like Stephanie Bice do it. House Majority PAC House Majority PAC stephaniebicefacts.com Keep Bullies like Bice out of Congress ,0,0,0,0,0,0,0,1,1
x_1061802297589240,"📣 Election Day is almost here! Stephanie Bice is running to unseat Oklahoma’s ONLY Dem. Kendra Horn. But Nancy Pelosi and liberal special interests are pouring MILLIONS into this “toss-up” race to keep their control of this seat and the House majority. Oklahomans deserve a leader like Stephanie who will fight for them and put their interests first. Stand with Stephanie and Republicans to win on Nov. 3rd. Chip in $10 today! →  Stephanie for congress, for Oklahoma's 5th congressional district Congressman Rick. Crawford, your health is, well, this District includes the Oklahoma City metro area, but also like Shawnee and Seminole, which are important to Oklahoma. Sakana me, your donation of $25 will help us ensure. We take this seat back from Oklahoma is only Democrat in Congress. Tenor horn. Thank you. Stephanie Bice Bice for Congress https://secure.winred.com/biceforcongress/proven-conservative-leader/ Donate HERE → TAKE BACK THE HOUSE",1,0,0,0,0,0,0,0,0
x_2090755501048021,"It is a privilege to be your state senator and lead the fight to make life better for families, local businesses, veterans and retirees as an independent voice for our communities. I would be honored to earn your vote this November to continue working for you.  I'm Andy and I'm Mickey and we on Ryan's place and mapping. We are Trump voters, but the pandemic hit us really hot. We got the funding that we needed because of John Morgan. We support John Morgan and he has our vote in November. Jon Morgan for NH Friends of Jon Morgan www.jonmorgan.org Vote for State Senator Jon Morgan on Election Day Learn more about me and my campaign for reelection at https://www.jonmorgan.org",0,0,0,0,0,0,0,1,1
x_2900337810252564,"President Obama has endorsed Reverend Raphael Warnock for the U.S Senate. Warnock has pledged to fight for voting rights and health care that every Georgian can afford.   Majority Forward MAJORITY FORWARD ajc.com Obama endorses Warnock in crowded Georgia Senate race ATLANTA (AP) — Former President Barack Obama endorsed the Rev. Raphael Warnock in Georgia’s special U.S. Senate election on Friday, providing a boost as the candidate looks to consolidate support in order to win a spot in a potential runoff.",0,0,0,0,0,0,0,1,0
x_270273394285136,"Exposed!  Accuracy in Media exposes Iowa Senate candidate’s support for Black Lives Matter!  Black Lives Matter has brought violence and destruction to Iowa. Senate candidate Theresa Greenfield refuses to endorse the group publicly. Privately, however, she told our investigator something entirely different.'  Is Greenfield a two-faced politician?  The black lives matter organization. Yeah, this is Adam galette with accuracy and media and we have one heck of a story for you today black lives matter. We've been talking about it all summer all fall. It's one of the biggest topics that people are discussing. Here's another one that people are often discussing this time of year two-faced politicians. Let me tell you about Iowa Senate candidate Teresa Greenfield she's running for It helping Chuck Schumer take back the senate in an incredibly conservative State. Now this puts her in a tricky position and she has to be publicly a moderate even if privately she has to be a bit more Progressive. And where does that leave her with black lives matter? Well black lives matter is incredibly unpopular in Iowa. Not only because of the violence that occurred there over the summer, but because one of their leaders has recently been charged with nine additional felony charges amongst other things. He allegedly was planning.  NG to shut down a highway put nails on the highway and staged a hostage situation to distract police from the violence. They planned elsewhere. This is not a non-violent well-intentioned reasonable individual who seeks to get reasonable reforms like ending chokeholds and demilitarizing the police. This is a radical violent organization. Now, what is Greenfield do she can't publicly support such an unpopular organization in Iowa if she wants to win, but privately she  To appease her Progressive base. So we went undercover and asked her husband what Teresa Greenfield really thinks about black lives matter, but she supports black lives matter, right? That's great. Great. She's okay. She's down with the with black lives matter fact, we've done an awful lot to try to connect and Teresa particular has been working with all the black leaders and in Des Moines and Cedar Rapids and Iowa City how and of course the Republicans were using them on order thing and we know about  Oh about that bullshit right now. I know what you're thinking Adam. That's just her husband. What does he really know about politics? What does he really know about his wife's political stances. In fact, he's a former communications director for a Democrat Congressman. So we knows politics and he knows Communications and according to him. He knows that Theresa Greenfield supports black lives matter and you might say maybe she just supports the Grassroots movement. Not the radical violent organization, not the Marxist group that seeks to  Don't the nuclear family. Well, we went to Theresa Greenfield directly and asked her what she really thinks about black lives matter and the black lives matter organization. We were reading through the website and she was wondering why the words black lives mattered don't appear on the website. Yeah. I don't know that there's any freezing it doesn't appear on the website. So let me take a look at it. Okay, because I talk about it all the time and you support the black lives matter organization. Yeah. It's like I just did a I just did a video it should be  up on my site and my sight now but we give a shout out to both the black legislative caucus for the more perfect union law and a black life matters and the activists. Well there you have it. She supports black lives matter of the organization, even though she won't say so publicly and even though it's not on her website now some of you might say, well I support black lives matter to this doesn't bother me, but that's not the real issue here. The real issue is that it seems that we have a candidate speaking out of both sides of their mouth. I don't pretend to know  Said her heart. I don't pretend to know what's in her head. But I know I am morally outraged when politicians say one thing to one group of people and another thing to another group of people. I love that police officers wear body cams and I sure would love it. If we could get politicians to wear body cams to until then we'll have the next best thing accuracy in media hidden camera investigators exposing lying two-faced politicians accuracy media will also be exposing lying to  face journalist follow us online at aim dot-org on our social media channels on Facebook Instagram and Twitter and we're going to hold these people accountable. Accuracy in Media ACCURACY IN MEDIA, INC  Accuracy in Media Exposes Iowa Senate Candidate’s Support for Black Lives Matter ",0,0,0,0,0,0,0,0,0
x_1038582733261372,I am a true fighter. Electing me means your needs will no longer fall on deaf ears. These are the same needs my family has. Vote for me on November 3rd. www.JaredWestForFlorida.com Expanding Medicaid Protecting The Environment Fixing The Unemployment Crisis JARED WEST FOR STATE REPRESENTATIVE DEMOCRAT I HD-41  Jared West For State Representative - Florida House District 41 Jared West For Florida   ,0,0,0,1,0,0,0,0,1
x_357962552059883,It’s time to vote for freedom first in North Carolina. Thom Tillis will always be a defender of YOUR 2nd Amendment rights. Vote Thom Tillis for Senate.  This election your right to self-defense is on the ballot vote Freedom First vote Thom Tillis for son. NRA Institute for Legislative Action NRA Victory Fund https://www.nrapvf.org/  ,0,0,0,0,0,0,0,1,0
x_1844818515670362,"""This is literally a living and death situation."" @[466744043373670:274:ASAP Ferg] reminds everyone we have the power to make change.  Make your voice heard. VOTE. www.PullUp.Vote #PullUpAndVote  Black lives the literally dying from like systemic racism and also like you got the corona so it's like this is the perfect time to you know, step up we have to do something. We can't just lay here and die. This is literally like a living and death situation. I feel like yeah, we have to like use our voice to pull out pull us out of the situation and we have the power to do that. Complex BIDEN FOR PRESIDENT iwillvote.com  ",0,0,0,1,0,0,0,1,0
x_1035397353582943,TRUMP NATION!! 🇺🇸 (50% OFF Flags Sale) 👉👉 trumprack.com/flags TRUMP RACK  Trump Rack BOXD Marketing trumprack.com HUGE SALE - 50% OFF Flags Fly With Pride,0,0,1,0,0,0,0,0,0
x_2667254073525007,"As your State Representative for the 176th district, Claudette Williams will fund local schools and hold the line on property taxes. She is ready to serve and is just getting started.  For Claudette Williams of Mount Pocono nurse serving means heading into danger serving as police commissioner and organizing food drives as state representative Claudette Williams will fund local schools and hold the line on property taxes. She's ready to serve and just getting started. Claudette Williams for PA 176TH Friends of Claudette www.claudette4pa176.org  ",0,0,0,0,0,0,0,1,1
x_1222975438062141,"From protecting the right to life to cracking down on gangs, drug cartels, human trafficking, and terrorism, there's no doubt that @[153080620724:274:Donald J. Trump] is the most pro-life President in modern history. LIKE & SHARE if you agree! * FAITH IN AMERICA  Brian Kemp Kemp for Governor Inc forsythnews.com Eric Trump, Gov. Kemp campaign in Forsyth County at Evangelicals for Trump event A rally on Tuesday for President Donald Trump that was attended by Gov. Brian Kemp, Eric Trump and a number of other speakers was part campaign stop and part worship service.",0,0,0,0,0,0,0,0,0
x_334654201068410,"Erin Zwiener has our enthusiastic endorsement for Texas State House of Representatives. She fights for clean air and water, conservation, and renewable energy. Early voting starts October 13. Make a plan to vote for Erin: https://www.votetexas.gov/faq/early-voting.html Rachel's Action Network ENDORSES ERIN ZWIENER ERIN ZWIENER STATE HOUSE. TX-45  Rachel's Action Network Rachel's Action Network erinforyall.com Vote Erin Zwiener for the Environment Texas can fight climate change and create green jobs. ",0,0,0,1,0,0,0,0,1
x_2804094889802788,"From coastal property loss to declining crop yields, climate change is impacting us all. But Joe Biden has a plan. Watch now.   UpNorthNews Courier Newsroom, Inc. upnorthnewswi.com  ",0,0,0,0,0,0,0,1,1
x_762006211030357,"D.C. Republicans have launched new attack ads, right out of Trump's playbook, where they flat-out lie about Dan's record. We can't let them get away with it.  We have a real shot at beating Chris Sununu, but we need your help. Chip in $5 or more to help Dan fight back against the attacks >> https://bit.ly/3d2YzvV  Everybody dance houses here in the country and we have a real shot of beating Christian finally moving New Hampshire for for Working Families. A DC Republican know they're nervous. The spending Millions on a tack, add spreading lies and much appreciated. Dan Feltes for Governor Friends of Feltes secure.actblue.com Contribute to Dan Feltes Help us win in November >>",1,0,0,0,0,0,0,0,0
x_358328688772620,"""Our job now is to have a vision for a new future. And that's what David is about.""   Honored to have @[124955570892789:274:Bernie Sanders]' endorsement in this race. #vtpoli  David understands that Health Care is a human, right? Not a privilege, and we have to move toward a medicare-for-all single-payer system, David understands that climate change is an existential threat to our state and our country, and in fact, the entire world. Yes a small state that helped lead the country. The United States can help lead the world, but we are going to have to have local and Statewide leadership all over this country. Moving toward a green New Deal where we can create millions of jobs. Moving away from fossil fuel to Energy Efficiency and sustainable energy and David on the stance. That systemic racism is a very serious problem in Vermont and around this country, and we have to be a leader in combating, that type of racism and David understands that we need a high-quality educational system, from Child's child care to college to graduate school.Vermont, can't do it all alone. We have got to provide help from the federal government to make sure that every kid in this country has the ability to go to college regardless of his or her income and not leave school deeply in debt, and I know the David chairs that feeling David Zuckerman Zuckerman for VT   ",0,0,0,0,0,0,0,0,1
x_773293090068796,We need a new president who on Day 1 knows what to do in order to slow the spread of the coronavirus and get folks back to work.  We need a new president who on day one knows exactly what to do to slow the spread of the coronavirus and Revive Our economy and get folks back to work who was committed to Justice for All Americans. Joe Biden can get it done. AFSCME AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES standupforpublicservice.org Joe Biden Can Get It Done ,0,0,0,0,0,0,0,1,1
x_1322280078111979,"I'm honored to have President Trump's endorsement. Polls are open and Election Day is Nov. 3rd. Find your poll & vote Mitch!  We have a man powerful man in the world. There's nobody tougher this rock, ripped, Kentucky, leader McConnell. Mitch McConnell MCCONNELL SENATE COMMITTEE www.sos.ky.gov Find Your Poll & Vote for Mitch President Trump is counting on you to vote for Mitch!",0,0,0,0,0,0,0,1,1
x_1743571819140047,The best of science around the world agrees: climate change is our number one threat. Anyone who denies this is not being truthful.  Our current Congressman voted at least 9 times to block renewable energy funding. His record is stunning. His views archaic and dangerous.  Visit our website to learn more and join our fight.   Patricia Ackerman FRIENDS FOR PATRICIA ACKERMAN www.ackerman4congress.com Join our fight for a livable planet Ackerman For Congress,0,0,0,0,0,0,0,1,1
x_1234470976905971,"Please join Nikki Haley and support Senator Lindsey Graham by donating $5, $10, or $25 today!   ""He's fought for us, it's time for us to fight for him.""  🇺🇸   Lindsey Graham TEAM GRAHAM, INC. secure.winred.com DONATE NOW Can we count on you to help?",1,0,0,0,0,0,0,0,0
x_1060726401010047,KENOSHA WISCONSIN  I watched our family office furniture business burned to the ground online 40 Years of hard work burned down by thugs full of hate. Please didn't have what they needed to control it. I'm not much for politics. But Joe Biden is so weak. He'll never stand up for folks like us. America First Action America First Action american-herald.com Joe Biden Is Too Weak What Happened In Kenosha?,0,0,0,0,0,0,0,1,1
x_1971790222951133,This election will decide the future of our country for generations to come. Join us in the fight against socialism today! USA GET AND OUT AND VOTE GET OUT trump JOBS VOTF VS. MOBS UNITED PRESIDENT OF THE MP city will JOIN THE FIGHT AGAINST SOCIALISM! CHIP IN $5 TODAY!  House Republican Campaign Committee House Republican Campaign Committee secure.winred.com Help Us Keep Michigan RED! DONATE $5 HERE >>>,1,0,0,0,0,0,0,0,0
x_1004286576700334,McConnell is threatening to break his own rule and vote on Ginsburg's replacement. Add your name to tell Mitch to wait until 2021. TELL MITCH MCCONNELL NO VOTE ON RBG SUCCESSOR UNTIL 2021 KY DEMOCRATS  Kentucky Democratic Party Kentucky Democratic Party action.kydems.org Tell Mitch: No Vote on RBG successor Sign the petition: No SCOTUS vote until 2021,0,1,0,0,0,0,1,0,0
x_1332853776884870,"Donald Trump just picked Amy Coney Barrett for the Supreme Court.  With so much on the line, we can’t allow the voters to not have their say. There should be no vote until after the inauguration. Will you sign your name to call for a ‘no’ vote on Amy Coney Barrett in the U.S. Senate? SAY NO TO AMY CONEY BARRETT SIGN ON JOEBIDEN.COM/VICTORY  Kamala Harris BIDEN VICTORY FUND go.joebiden.com Sign On: Vote No on Amy Coney Barrett The voters should pick a president, and that president should select a successor to Justice Ginsburg. Donate at JoeBiden.com/victory.",0,0,0,0,0,0,1,0,0
x_653489715369793,"The math in Albany just doesn't add up! We need a financial professional like Bill Weber in the State Senate. He will be the only Certified Public Accountant in the legislature. His experience with budgets and forensic accounting will help him keep a watchful eye over spending and ensure COVID-19 recovery funds go where they belong. Share this video if you're ready to send Bill Weber to the State Senate! #WeberForSenate  The map in Albany just doesn't add up. That's why we need a financial professional. Like Bill Webber in the state senate in times like these, we need bills experience with budget, auditing, and forensic accounting to be the only certified public accountant in the legislature. Will keep a watchful eye over spending and ensure covid recovery funds. Reach our local community, will also support law enforcement and oppose dangerous bail reform at a time. When Albanese math, just doesn't add up the answer Bill Weber for state senate. Bill Weber for NYS Senate Friends of Bill Weber weberforsenate38.com ""Doesn't Add Up""- Bill Weber for NYS Senate ",0,0,0,0,0,0,0,1,1
x_1009412042866048,"Wanna really tick off Donald Trump? Sign up to vote by mail. He knows if you do, he’ll lose. It’s a win-win for us. A lose-lose for him."",""¿Quieres molestar a Donald Trump? Inscríbete para votar por correo. Sabe que si lo haces, perderá. Es una doble ganancia para nosotros y una doble pérdida para él. En 2020, la venganza se sirve por correo. Pide tu voto  Vote By Mail 2020 Priorities USA Action. 202-455-8428. Not authorized by any candidate or candidate's committee.  Vota por correo"",""Sign Up: Vote By Mail Need help? Call 866-OUR-VOTE."",""¿Ayuda? Llama al 1-888-VE-Y-VOTA.",0,0,0,1,0,0,0,0,1
x_324699651944389,"You Have an Absentee Ballot – Why Haven’t You Voted????]  There’s a special election in our district on Tue, Sep. 29, for US House of Reps, and you have a ballot you haven’t returned yet.  Your vote REALLY matters -- so here’s an easy way to find the closest drop box location...  There is only one race on the ballot – for federal US House of Representatives to fill the remainder of civil rights leader John Lewis’ term.  This is going to be an extremely low-turnout election... which means your vote will have an outsized influence. Please vote TODAY!  To find out where you can drop off your ballot 24 hrs/day - completely bypassing the post office, simply text the word VOTE to phone number 22454. Yes, that’s an odd number, but it works.  You’ll get a text back with absentee ballot drop box locations. Click an address and your maps will open with driving directions. It’s that simple.  My name is Keisha Waites, and I’m a candidate on the ballot. I’d appreciate it if you’d vote for me. I’m a strong progressive and former GA House Representative, so I can hit the ground running.  Our district deserves representation and I need your vote to help avoid going through a runoff in December. COVID relief negotiations and federal budget negotiations are happening NOW and our district deserves a strong voice. Our neighbors also can’t wait for help with resolving benefits issues with the Social Security and Veterans Affairs departments.  Please vote for Keisha Waites and thank you for taking the time to support our district by voting.  Paid for by the Campaign to Elect Keisha Waites - www.KeishaWaites.com  Hey my District 5 friends. I know you requested an absentee ballot and you have not yet returned it as you are aware. There is a special election coming up on Tuesday, September 29th, and we need you to return your absentee ballot today. This will be a historically low voter turnout election. And so your vote matters now more than ever. If you catch vote to to 2454 it will provide you with all the Dropbox files from dropbox locations where you can return your absentee ballot.  You oh, I feel free to stick a stamp on it and put it in the mail today. I am former state representative Keisha Waites, and I'm asking for your vote and your support however regardless of who you vote for a pleats return your absentee ballot today. Keisha Waites  for U.S. Congress Keisha Waites For Congress   ",0,0,0,1,0,0,0,0,1
x_1755752437934088,"Millionaire Jon Ossoff’s business has been bankrolled by shady deals.   Even worse? He’s personally done business with an organization called anti-Semitic and anti-American.  He must be stopped.  Fighting corruption is my job. Really John. Your company is bankrolled by a billionaire investigated for fraud you did business with a mouthpiece for terrorists and a firm linked to the Chinese Communist Party corruption. Apparently, it's us job. Senate Leadership Fund Senate Leadership Fund senateleadershipfund.org Stop Jon Ossoff. Ties to a Mouthpiece for Terrorists.",0,0,0,0,0,0,0,1,1
x_1953246351472651,"BIG NEWS: President Obama announced he will come out of retirement to campaign against Trump’s AWFUL Republicans in 2020.   EVEN BIGGER NEWS: A top donor has offered to 5X-MATCH all donations to help President Obama elect Democrats.   If you donate $10 today, that’s really like donating $50 to help elect Democrats! This is our largest donor match EVER -- so don’t let it go to waste. Rush a 5X-MATCHED donation before our midnight deadline → HELP PRESIDENT OBAMA ELECT DEMOCRATS IN 2020 X-MATCH: $10  House Majority PAC House Majority PAC secure.actblue.com 🚨 GREAT VALUE: Your $10 Becomes $50!!   ",1,0,0,0,0,0,0,0,0
x_1061065987681309,"Joe Biden says that his relief plan will carry Americans through unprecedented economic and public health crises. It’s founded upon the principle of building back better, including increasing social securirty benefits, and economic relief for those who need it. who them  Boost the News ACRONYM breezejmu.org Bullish on Biden? The economy may soar under new leadership. While conventional wisdom may be that President Trump's agenda is better for big businesses and the economy, Joe Biden's plan to stop COVID-19 could be better for the economy and",0,0,0,0,0,0,0,0,0
x_1022350274851692,"John James said he supports Donald Trump “2000%.”  That's why Trump wants him to be your next Senator.   John James might be right for Trump, but he is WRONG for Michigan. JOHN JAMES says he supports Trump ""2000%""  Gary Peters PETERS FOR MICHIGAN johnjamesrevealed.com John James supports Donald Trump ""2000%"" Erasing his toxic record, dodging tough questions on the issues voters care about, avoiding Michiganders",0,0,0,0,0,0,0,1,1
x_1802553333229373,American workers are the backbone of our country -- they deserve a president who will fight for them.  American workers have been the backbone of our country. They have sacrificed for our country built this country and have died for this country. They deserve a president that values the Dignity of hard work to will fight for them. The country wasn't built by Wall Street Bankers CEOs and hedge fund managers. It was built by you.  Joe Biden for president Unite the Country UNITE THE COUNTRY unitethecountry.com Joe Biden Fights for Workers ,0,0,0,0,0,0,0,1,1
x_1054956534955685,"If Biden and the Radical Liberals win, our recovery is over...  low C speaker Schumer leader and in the White House  The Liberals will pass their agenda and he'll sign it they win. Our recovery is over. America First Action America First Action american-herald.com Don't Trust Joe Biden Stick With President Trump",0,0,0,0,0,0,0,1,1
x_408971996772083,"Sec. DeVos and Pres. Trump pushed state leaders to reopen our schools with no plan to do it safely, putting our kids risk.   Protect Wisconsin Public Schools Protect Our Public Schools   ",0,0,0,0,0,0,0,0,1
x_2822039101413403,"McSally has spent millions on attacks that independent fact checkers say “ignore critical facts,” calling them “misleading” and just plain “false.”  Martha. McSally is distorting the facts and our own record mcsally's attacks. On Navy, combat veteran, Mark. Kelly just aren't true. They've been called ridiculous shameful in Desperate make Sally has spent Millions on a tax that independent fact-checkers. Say, ignore critical facts, calling them misleading and just plain Faust. We've seen Martha mcsally's games before. But this time Arizona isn't playing some are Kelly. And I approve this message. Captain Mark Kelly MARK KELLY FOR SENATE markkelly.com Captain Mark Kelly for U.S. Senate ",0,0,0,0,0,0,0,1,0
x_784039939059271,"@[100003528128130:2048:Joshua Higginbotham] has supported President @[153080620724:274:Donald Trump] since the beginning! Vote November 3rd in West Virginia! West Virginia Voters: DONALD TRUMP HIGGINBOTHAM WV Legislative Photography, Photo by Perry Bennett  Joshua Higginbotham Higginbotham for West Virginia   ",0,0,0,0,0,0,0,0,1
