pd_id,wmptempid,date_wmpcoded,page_name,funding_entity,search_terms,search_type,search_status,search_notes,notinaggreport,wmp_office,wmp_spontype_unclear,wmp_spontype,wmp_spontypelong,wmp_grouptype,wmp_govtorcand,wmp_notes,page_name_url,othernotes,needs_further_coding,cand_fav,cand_tar,sponsor_name,sponsor_cmag_2022,sponsor_cmag_2020,sponsor_cmag_2018,wmp_multisponsor,wmp_multiflag,wmp_fbapp,wmpid,pres_fecid,pres_cycle,sen_fecid,sen_cycle,hse_fecid,hse_cycle,sen_state,hse_state,pres_party,sen_party,hse_party,pres_cdstatus,sen_cdstatus,hse_cdstatus,hse_district,db_cycle,db_party,db_id,NIMP_personid,db_cdstatus,db_state,db_office,wmp_pres,wmp_sen,wmp_hse,wmp_gov,wmp_db,cmte_fecid,cmte_party,party_all,matchtype,matchtypemore,disclosure,wmp_disagree,pd_id_match,ontv2022_withother,old_name,ontv2022,min_date,sponsor_bywmp,online_advertiser_name,id,typetext_display,outgrptype,outgrptype2,candname,candname2,feccmteid,feccmteid2,catshort,catshort2,pagenamematch,party,party2,party_final,suppopp,suppopp2,mark,notes,amount_spent,number_of_ads,dedupeorgmatch,dbmatch,dbmatch2,blio,blio2,candgender,candgender2,candrace,candrace2,cid,cid2,confidence,discdate,discdate2,disclose,disclose2,ein,ein2,enddate,enddate2,industry,industry2,orgid,orgid2,realcode,realcode2,ultorg,ultorg2,viewpt,viewpt2,viewpt_final,fec_compare,crp_candidate_name,fbentity_2020,type_cmag,type_scsp
pd-104093512185696-1,21147,9/15/2022,Team Irene,IRENE FOR CONGRESS,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/104093512185696,,0,"ARMENDARIZ-JACKSON, IRENE",,"ARMENDARIZ-JACKSON, IRENE","ARMENDARIZ-JACKSON, IRENE",,,0,0,0,WMPID655,,,,,H0TX16106,2022,,TX,,,REP,,,CHALLENGER,16,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-101387665829608-1,21206,9/15/2022,Irene Armendariz Jackson Para El Paso TX,IRENE FOR CONGRESS,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/101387665829608,,0,"ARMENDARIZ-JACKSON, IRENE",,"ARMENDARIZ-JACKSON, IRENE","ARMENDARIZ-JACKSON, IRENE",,,0,0,0,WMPID655,,,,,H0TX16106,2022,,TX,,,REP,,,CHALLENGER,16,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-102775471115156-2,9155,11/11/2021,Armendariz for El Paso,IRENE ARMENDARIZ-JACKSON FOR CONGRESS,congress,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/102775471115156,,0,"ARMENDARIZ-JACKSON, IRENE",,"ARMENDARIZ-JACKSON, IRENE","ARMENDARIZ-JACKSON, IRENE","ARMENDARIZ, IRENE",,0,0,0,WMPID655,,,,,H0TX16106,2022,,TX,,,REP,,,CHALLENGER,16,,,,.,,,,0,0,1,0,0,,,REP,PFB match,PFB match,,0,,0,,0,,"ARMENDARIZ-JACKSON, IRENE",Irene Armendariz-Jackson for Congress,56244,,,,"Armendariz-Jackson, Irene","Armendariz-Jackson, Irene",C00714378,C00714378,Repub cands,Repub cands,Irene Armendariz-Jackson for Congress,R,R,R,,, ,,NA,NA,,,,I,I,F,F,,,N00045161,N00045161,1.0,,,,,,,,,Candidate Committees,Candidate Committees,,,Z1100,Z1100,Irene Armendariz-Jackson for Congress,Irene Armendariz-Jackson for Congress,,,,1,Irene Armendariz-Jackson,1,,
pd-104570215369826-1,20941,9/15/2022,Huwaida for Congress,HUWAIDA FOR CONGRESS,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/104570215369826,,0,"ARRAF, HUWAIDA",,"ARRAF, HUWAIDA","ARRAF, HUWAIDA",,,0,0,0,WMPID2409,,,,,H2MI10127,2022,,MI,,,DEM,,,CHALLENGER,10,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-112985365399229-1,20976,9/15/2022,US Arab Radio راديو صوت العرب من أميركا,Huwaida for Congress,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/112985365399229,,0,"ARRAF, HUWAIDA",,"ARRAF, HUWAIDA","ARRAF, HUWAIDA",,,0,0,0,WMPID2409,,,,,H2MI10127,2022,,MI,,,DEM,,,CHALLENGER,10,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-257388981136219-2,18739,7/22/2022,Jodey Arrington,TEXANS FOR JODEY ARRINGTON,"arrington, jodey cook",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/257388981136219,,0,"ARRINGTON, JODEY COOK",,"ARRINGTON, JODEY COOK","ARRINGTON, JODEY COOK",,,0,0,0,WMPID1024,,,,,H6TX19099,2022,,TX,,,REP,,,INCUMBENT,19,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-806311779499303-5,18377,7/22/2022,Katie Arrington,KATIE FOR CONGRESS,"arrington, katie",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/806311779499303,,0,"ARRINGTON, KATIE",,"ARRINGTON, KATIE","ARRINGTON, KATIE",,,0,0,0,WMPID4349,,,,,H2SC01150,2022,,SC,,,REP,,,CHALLENGER,1,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-114933247359653-1,18463,7/22/2022,Barbara Arthur for Congress SC District 7,Barbara Arthur for Congress,"arthur, barbara mrs.",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/114933247359653,,0,"ARTHUR, BARBARA MRS.",,"ARTHUR, BARBARA MRS.","ARTHUR, BARBARA MRS.",,,0,0,0,WMPID2757,,,,,H2SC07231,2022,,SC,,,REP,,,CHALLENGER,7,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-105009508318706-2,21331,9/15/2022,Simon For Congress,SIMON FOR CALIFORNIA,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/105009508318706,,0,"ASLANPOUR, SIMON MICHAEL",,"ASLANPOUR, SIMON MICHAEL","ASLANPOUR, SIMON MICHAEL",,,0,0,0,WMPID4294,,,,,H2CA10186,2022,,CA,,,REP,,,CHALLENGER,10,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,Simon M. Aslanpour,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-105009508318706-1,21099,9/15/2022,Simon For Congress,These ads ran without a disclaimer,,,"Not a match, despite search hit",,0,us house,1,campaign,"Unclear, included in candidate total",,1,,https://www.facebook.com/105009508318706,,0,"ASLANPOUR, SIMON MICHAEL",,"ASLANPOUR, SIMON MICHAEL","ASLANPOUR, SIMON MICHAEL",,,0,0,0,WMPID4294,,,,,H2CA10186,2022,,CA,,,REP,,,CHALLENGER,10,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,Simon M. Aslanpour,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-107248228241750-1,20788,9/15/2022,Atholi for Congress,ATHOLI FOR CONGRESS,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/107248228241750,,0,"ATHOLI, ADITYA",,"ATHOLI, ADITYA","ATHOLI, ADITYA",,,0,0,0,WMPID4698,,,,,H2TX01104,2022,,TX,,,REP,,,CHALLENGER,1,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-101468212102367-1,20822,9/15/2022,John Atkinson For Congress NY-01,JOHN ATKINSON FOR CONGRESS,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/101468212102367,,0,"ATKINSON, JOHN ROGERS IV",,"ATKINSON, JOHN ROGERS IV","ATKINSON, JOHN ROGERS IV",,,0,0,0,WMPID3686,,,,,H2NY01109,2022,,NY,,,DEM,,,OPEN,1,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-592250887586314-6,7841,11/11/2021,Jake Auchincloss,Jake Auchincloss for Congress,congress,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/592250887586314,,0,"AUCHINCLOSS, JAKE",,"AUCHINCLOSS, JAKE","AUCHINCLOSS, JAKE","AUCHINCLOSS, JAKE",,0,0,0,WMPID295,,,,,H0MA04192,2022,,MA,,,DEM,,,INCUMBENT,4,,,,.,,,,0,0,1,0,0,,,DEM,"Unclear, has a CRP org type","Unclear, has a CRP org type",,0,,0,,0,,JAKE AUCHINCLOSS FOR CONGRESS,Jake Auchincloss for Congress,38873,Candidate Committee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,Jake Auchincloss,1,,
pd-592250887586314-7,18942,7/22/2022,Jake Auchincloss,JAKE AUCHINCLOSS FOR CONGRESS,"auchincloss, jake",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/592250887586314,,0,"AUCHINCLOSS, JAKE",,"AUCHINCLOSS, JAKE","AUCHINCLOSS, JAKE",,,0,0,0,WMPID295,,,,,H0MA04192,2022,,MA,,,DEM,,,INCUMBENT,4,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-109447661806133-1,23846,11/10/2022,Dick Ausman for US Congress,Ausman for Congress,,,,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/109447661806133,,0,,,"AUSMAN, RICHARD","AUSMAN, RICHARD",,,0,0,0,WMPID4954,,,,,H2WI07123,2022,,WI,,,DEM,,,,7,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-100108862599223-2,20787,9/15/2022,Austin for U.S. Congress,These ads ran without a disclaimer,,,"Not a match, despite search hit",,0,us house,1,campaign,"Unclear, included in candidate total",,1,,https://www.facebook.com/100108862599223,,0,"AUSTIN, KYLE RAY",,"AUSTIN, KYLE RAY","AUSTIN, KYLE RAY",,,0,0,0,WMPID1863,,,,,H2MT02175,2022,,MT,,,REP,,,OPEN,2,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-108304485029845-1,18845,7/22/2022,Caroline Avery For Congress,COMMITTEE TO ELECT CAROLINE AVERY TO CONGRESS,"avery, caroline",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/108304485029845,,0,"AVERY, CAROLINE",,"AVERY, CAROLINE","AVERY, CAROLINE",,,0,0,0,WMPID1701,,,,,H2PA01123,2022,,PA,,,LIB,,,CHALLENGER,1,,,,,,,,0,0,1,0,0,,,OTHER,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-102939228852398-1,20785,9/15/2022,Patrick Awtrey,PATRICK AWTREY FOR CONGRESS,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/102939228852398,,0,"AWTREY, PATRICK EUGENE MR.",,"AWTREY, PATRICK EUGENE MR.","AWTREY, PATRICK EUGENE MR.",,,0,0,0,WMPID2516,,,,,H2OH14106,2022,,OH,,,REP,,,CHALLENGER,14,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-306591716448427-2,6065,11/11/2021,Cindy Axne,CINDY AXNE FOR CONGRESS,"axne, cindy",,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/306591716448427,,0,"AXNE, CINDY",,"AXNE, CINDY","AXNE, CINDY","AXNE, CINDY",,0,0,0,WMPID1103,,,,,H8IA03124,2022,,IA,,,DEM,,,INCUMBENT,3,,,,.,,,,0,0,1,0,0,,,DEM,PFB match,PFB match,,0,,0,,0,,"AXNE, CINDY",Cindy Axne for Congress,24636,Candidate Committee,NA,NA,"Axne, Cindy","Axne, Cindy",C00646844,C00646844,Dem cands,Dem cands,Cindy Axne for Congress,D,D,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,I,F,F,W ,W ,N00041104,N00041104,1.0,NA,NA,NA,NA,NA,NA,NA,NA,Candidate Committees,Candidate Committees,NA,NA,Z1200,Z1200,Cindy Axne for Congress,Cindy Axne for Congress,NA,NA,,1,Cindy Axne,1,,
pd-683901068308643-1,8231,11/11/2021,Dr. Brian Babin,Dr. Brian Babin for Congress,congress,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/683901068308643,,0,"BABIN, BRIAN",,"BABIN, BRIAN","BABIN, BRIAN","BABIN, BRIAN",,0,0,0,WMPID1020,,,,,H6TX02079,2022,,TX,,,REP,,,INCUMBENT,36,,,,.,,,,0,0,1,0,0,,,REP,PFB match,PFB match,,0,,0,,0,,"BABIN, BRIAN",Dr Brian Babin for Congress,6693,Candidate Committee,NA,NA,"Babin, Brian",NA,C00553859,NA,Repub cands,NA,NA,R,NA,R,NA,NA,NA,NA,NA,NA,Dr Brian Babin for Congress,dedupe    ,NA,I,NA,M,NA,W ,NA,N00005736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Candidate Committees,NA,NA,NA,Z1100,NA,Dr Brian Babin for Congress,NA,NA,NA,,2,Brian Babin,1,,
pd-448010328698132-2,7112,11/11/2021,Don Bacon,DON BACON FOR CONGRESS,congress,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/448010328698132,,0,"BACON, DONALD J",,"BACON, DONALD J","BACON, DON","BACON, DON",,0,0,0,WMPID997,,,,,H6NE02125,2022,,NE,,,REP,,,INCUMBENT,2,,,,.,,,,0,0,1,0,0,,,REP,PFB match,PFB match,,0,,0,,0,,"BACON, DONALD J",Don Bacon for Congress,5984,Candidate Committee,NA,NA,"Bacon, Donald John",NA,C00575167,NA,Repub cands,NA,NA,R,NA,R,NA,NA,NA,NA,NA,NA,Don Bacon for Congress,dedupe    ,NA,I,NA,M,NA,W ,NA,N00037049,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,Candidate Committees,NA,NA,NA,Z1100,NA,Don Bacon for Congress,NA,NA,NA,,2,Don Bacon,1,,
pd-108891148346149-1,18271,7/22/2022,Roger Bacon For Congress,Roger Bacon For Congress,"bacon, roger",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/108891148346149,,0,"BACON, ROGER",,"BACON, ROGER","BACON, ROGER",,,0,0,0,WMPID3788,,,,,H2NJ02060,2022,,NJ,,,DEM,,,CHALLENGER,7,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-100426832495472-1,18338,7/22/2022,Andrew Badger for Congress,ANDREW BADGER FOR CONGRESS,"badger, andrew",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/100426832495472,,0,"BADGER, ANDREW",,"BADGER, ANDREW","BADGER, ANDREW",,,0,0,0,WMPID4601,,,,,H2UT01268,2022,,UT,,,REP,,,CHALLENGER,1,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-104442088675809-1,21060,9/15/2022,Amane for Congress,AMANE FOR CONGRESS,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/104442088675809,,0,"BADHASSO, AMANE",,"BADHASSO, AMANE","BADHASSO, AMANE",,,0,0,0,WMPID2138,,,,,H2MN04169,2022,,MN,,,DFL,,,CHALLENGER,4,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-626705347747196-1,20718,9/15/2022,Bah For Congress,Bah for Congress,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/626705347747196,,0,"BAH, OMAR",,"BAH, OMAR","BAH, OMAR",,,0,0,0,WMPID2150,,,,,H2RI02218,2022,,RI,,,DEM,,,CHALLENGER,2,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-522923054735947-2,7527,11/11/2021,Troy Balderson for Congress,BALDERSON FOR CONGRESS,congress,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/522923054735947,,0,"BALDERSON, WILLIAM TROY",,"BALDERSON, WILLIAM TROY","BALDERSON, TROY","BALDERSON, TROY",,0,0,0,WMPID1207,,,,,H8OH12180,2022,,OH,,,REP,,,INCUMBENT,12,,,,.,,,,0,0,1,0,0,,,REP,PFB match,PFB match,,0,,0,,0,,"BALDERSON, WILLIAM TROY",Balderson for Congress,27947,Candidate Committee,NA,NA,"Balderson, Troy","Balderson, Troy",C00662650,C00662650,Repub cands,Repub cands,Balderson for Congress,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,I,M,M,W ,W ,N00042194,N00042194,1.0,NA,NA,NA,NA,NA,NA,NA,NA,Candidate Committees,Candidate Committees,NA,NA,Z1100,Z1100,Balderson for Congress,Balderson for Congress,NA,NA,,1,Troy Balderson,1,,
pd-250852758452201-1,20701,9/15/2022,Becca Balint for Congress,Becca for Vermont,"BALINT, REBECCA BECCA",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/250852758452201,,0,"BALINT, REBECCA BECCA",,"BALINT, REBECCA BECCA","BALINT, BECCA",,,0,0,0,WMPID2308,,,,,H2VT01076,2022,,VT,,,DEM,,,CHALLENGER,0,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-172575534887977-1,18609,7/22/2022,Jack Ballard for U.S. Congress,Jack Ballard for Montana,"ballard, jack",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/172575534887977,,0,"BALLARD, JACK",,"BALLARD, JACK","BALLARD, JACK",,,0,0,0,WMPID4065,,,,,H2MT01094,2022,,MT,,,DEM,,,OPEN,2,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-119953292796-2,2156,11/11/2021,Jim Banks,"JIM BANKS FOR CONGRESS, INC.",congress,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/119953292796,,0,"BANKS, JAMES E HON.",,"BANKS, JAMES E HON.","BANKS, JAMES E HON.","BANKS, JAMES E HON.",,0,0,0,WMPID977,,,,,H6IN03229,2022,,IN,,,REP,,,INCUMBENT,3,,,,.,,,,0,0,1,0,0,,,REP,Page match,Page match no PFB match,,0,,0,Jim Banks for Congress,0,,"BANKS, JAMES E HON.",Jim Banks for Congress,50330,,,,,"Banks, Jim",,C00577999,,Repub cands,Jim Banks for Congress,,R,R,,, ,,NA,NA,,,,,I,,M,,W ,,N00037185,,,,,,,,,,,Candidate Committees,,,,Z1100,,Jim Banks for Congress,,,,2,Jim Banks,1,,
pd-112287913481898-1,1755,11/11/2021,Dr. Cindy Banyai for Congress,FRIENDS OF CINDY BANYAI,congress,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/112287913481898,,0,"BANYAI, CINDY LYN",,"BANYAI, CINDY LYN","BANYAI, CINDY","BANYAI, CINDY",,0,0,0,WMPID155,,,,,H0FL19106,2022,,FL,,,DEM,,,CHALLENGER,19,,,,.,,,,0,0,1,0,0,,,DEM,PFB match,PFB match,,0,,0,Dr. Cindy Banyai - Fighter for the People of Florida,1,,"BANYAI, CINDY LYN",Friends of Cindy Banyai,2157,Candidate Committee,NA,NA,"Banyai, Cindy Lyn",NA,C00718155,NA,Dem cands,NA,NA,D,NA,D,NA,NA,NA,NA,NA,NA,Friends of Cindy Banyai,dedupe    ,NA,I,NA,F,NA,W ,NA,N00045229,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,Candidate Committees,NA,NA,NA,Z1200,NA,Friends of Cindy Banyai,NA,NA,NA,,2,Cindy Lyn Banyai,1,,
pd-1056646361020737-1,21187,9/15/2022,DeVan Barbour for Congress,DEVAN BARBOUR FOR NC,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/1056646361020737,,0,"BARBOUR, DEVAN IV",,"BARBOUR, DEVAN IV","BARBOUR, DEVAN",,,0,0,0,WMPID3287,,,,,H2NC04168,2022,,NC,,,REP,,,OPEN,13,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,DeVan Barbour,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-110560640667078-1,21033,9/15/2022,Jerry Barham for Congress,Jerry Barham for Congress,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/110560640667078,,0,"BARHAM, JERRY",,"BARHAM, JERRY","BARHAM, JERRY",,,0,0,0,WMPID3500,,,,,H2MO05378,2022,,MO,,,REP,,,,5,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-100599989295408-1,21266,9/15/2022,Guy Barker for Congress,BARKER FOR CONGRESS,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/100599989295408,,0,"BARKER, GUY STUART",,"BARKER, GUY STUART","BARKER, GUY",,,0,0,0,WMPID2225,,,,,H2OK02281,2022,,OK,,,REP,,,CHALLENGER,2,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-105061785645976-1,23281,11/10/2022,Mike Barkley for Congress,Mike Barkley for Congress,,,,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/105061785645976,,0,,,"BARKLEY, MICHAEL JAMES MR.","BARKLEY, MICHAEL JAMES MR.",,,0,0,0,WMPID2500,,,,,H2CA00096,2022,,CA,,,DEM,,,CHALLENGER,5,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-102861272200577-1,18389,7/22/2022,Alycia Barnard For Congress 2022,ALYCIA M BARNARD,"barnard, alycia",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/102861272200577,,0,"BARNARD, ALYCIA",,"BARNARD, ALYCIA","BARNARD, ALYCIA",,,0,0,0,WMPID3317,,,,,H2FL09210,2022,,FL,,,REP,,,CHALLENGER,9,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-359568025087122-1,21047,9/15/2022,John E. Barnes Jr. for Congress,BARNES FOR CONGRESS,,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/359568025087122,,0,"BARNES, JOHN E JR",,"BARNES, JOHN E JR","BARNES, JOHN",,,0,0,0,WMPID1648,,,,,H2OH11185,2022,,OH,,,DEM,,,OPEN,11,,,,,,,,0,0,1,0,0,,,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-112203921354941-1,18330,7/22/2022,Stu Barnes-Israel,STU FOR INDIANA,"barnes-israel, stu",,Match from search,,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/112203921354941,,0,"BARNES-ISRAEL, STU",,"BARNES-ISRAEL, STU","BARNES-ISRAEL, STU",,,0,0,0,WMPID4228,,,,,H2IN09258,2022,,IN,,,REP,,,CHALLENGER,9,,,,,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-1328682040579455-4,11743,11/11/2021,Barone for Congress,Roger Richard Barone,congress,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/1328682040579455,,0,"BARONE, ROGER RICHARD MR",,"BARONE, ROGER RICHARD MR","BARONE, ROGER RICHARD MR","BARONE, ROGER RICHARD MR",,0,0,0,WMPID3630,,,,,H8TX03081,2022,,TX,,,REP,,,CHALLENGER,3,,,,.,,,,0,0,1,0,0,,,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
pd-129203152966-4,2460,11/11/2021,Andy Barr,"Andy Barr for Congress, Inc.",congress,,"Not a match, despite search hit",,0,us house,0,campaign,campaign,,1,,https://www.facebook.com/129203152966,,0,"BARR, GARLAND ANDY",,"BARR, GARLAND ANDY","BARR, ANDY","BARR, ANDY",,0,0,0,WMPID271,,,,,H0KY06104,2022,,KY,,,REP,,,INCUMBENT,6,,,,.,,,,0,0,1,0,0,,,REP,PFB match,PFB match,,0,,0,,0,,"BARR, GARLAND ANDY",Andy Barr for Congress,16317,Candidate Committee,NA,NA,"Barr, Andy","Barr, Andy",C00467571,C00467571,Repub cands,Repub cands,Andy Barr for Congress,R,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,I,M,M,W ,W ,N00031233,N00031233,NA,NA,NA,NA,NA,NA,NA,NA,NA,Candidate Committees,Candidate Committees,NA,NA,Z1100,Z1100,Andy Barr for Congress,Andy Barr for Congress,NA,NA,,1,Andy Barr,1,,
