"cid","ad_id","race","sponsor_type","total_spend","page_name","funding_entity","ad_creative_body","ad_creative_link_caption","ad_creative_link_title","ad_creative_link_description","asr_text","ocr_text","checksum","ad_snapshot_url"
"cid_2024_4452","x_1033160468490120","senate","noncandidate",4249.5,"Realtors for Sherrod Brown","National Association of REALTORS®","[]","[realtorsforsherrodbrown.com]","[Vote for Sherrod Brown on November 5th!]","","","REALTOR® HOUSING HERO U.S. SENATOR SHERROD BROWN EXPANDING THE HOUSING SUPPLY VOTE TUESDAY , NOVEMBER 5TH EARLY VOTING BEGINS TUESDAY , OCTOBER 8TH Paid for by National Association of REALTORS® Political Action Committee [ 202-383-1000 ] . Not authorized by any candidate or candidate's committee .","4d20bb2c1376c6ef170e7b08009cca483225047d90ef966c47124b73a3304a60","https://www.facebook.com/ads/library/?id=1033160468490120"
"cid_2024_44883","x_1534787370578886","senate","candidate",3249.5,"Vote Jared Young","Jared Young for Missouri","[I am honored to receive the endorsement of former Senator John Danforth. His leadership in Missouri and commitment to bridging political divides have long inspired me, and I’m proud to have his support. Together, we can move beyond partisan politics and focus on real solutions that benefit all Missourians.  Read the full article to learn more about Senator Danforth’s endorsement.   https://fox2now.com/news/missouri/former-sen-danforth-endorses-independent-candidate-in-missouri-senate-race/  #WeCanBeBetter #YoungForSenate #MOSen #Missouri]","[fox2now.com]","[Former Sen. Danforth endorses independent candidate in Missouri Senate race]","[Former U.S. Sen. John Danforth announced he’s endorsing independent candidate Jared Young in Missouri’s November Senate race, featuring incumbent Republican Josh Hawley and Democratic challenger Lu…]","","JARED YOUNG FOR SENATE","f2b68a330f49da0ef5d90c173625bf994ff561d13aae8d7f3c34a800d52feb90","https://www.facebook.com/ads/library/?id=1534787370578886"
"cid_2024_4515","x_886555486778602","presidential","candidate",3395,"Donald J. Trump","DONALD J. TRUMP FOR PRESIDENT 2024, INC.","[NEVADA! NEVADA! NEVADA!   Skip the long line and VOTE TRUMP early! I NEED your vote!]","[vote.donaldjtrump.com]","[VOTE EARLY, Nevada!]","[Pres. Trump wants you to Vote Early]","","STOP WHAT YOU'RE DOING FIND YOUR EARLY VOTE LOCATION PAID FOR BY DONALD J. TRUMP FOR PRESIDENT 2024 , INC .","d3d9b83339b4deaef119fcfcb9b4667e9db42635054f0c8c4e8a33492bf7173a","https://www.facebook.com/ads/library/?id=886555486778602"
"cid_2024_45268","x_469126286079310","house","candidate",35999,"Eugene Vindman for Congress","Vindman for Congress","[One of the biggest reasons Eugene Vindman can run a grassroots campaign is because he’s backed by dedicated supporters like you. But that means he has to lean on grassroots donors like you to help support his campaign.  And right now, Eugene could really use your help keeping his current TV ads on the air. These ads are expensive and unfortunately it takes a lot of money to win these kinds of campaigns. So here’s our promise: Every dollar donated will help spread our message from now until Election Day. With your help, we can keep his ads on the air and flip this House seat.]","[secure.actblue.com]","[Eugene Vindman for Virginia]","[Show your support with a contribution.]","","Can you donate $ 7 to help Eugene Vindman keep his tv ads up in VA - 07 ? This is an important congressional race in a swing district we must win and Eugene is the best chance at flipping the House . So please chip in and help us spread this message to others . | Can you donate $ 7 to help Eugene Vindman keep his tv ads up in VA - 07 ? This is an important congressional race in a swing district we must win and Eugene is the best chance at flipping the House . So please chip in and help us spread this to others . message to others .","d6bb4603c3b713910ef1b5e4cacb9c9c57f0e47f04af3193e698f3599c55a5de","https://www.facebook.com/ads/library/?id=469126286079310"
"cid_2024_4533","x_405739125524474","presidential","candidate",117736,"Kamala HQ","HARRIS VICTORY FUND","[Following Vice President Harris’ debate against Donald Trump, we are seeing a MASSIVE surge in donations pouring in from all over the country.  This grassroots team is FIRED UP and putting in the hard work necessary to win in November. Will you join them with a donation of any size right now?  Thank you in advance for stepping up. The vice president will be grateful to see you pitched in.]","[secure.actblue.com]","[This grassroots team is FIRED UP!]","[Our fight is more important now than ever before. Donate now.]","","The choice between a new way forward with Vice President Harris or going backwards with Donald Trump was on full display during the debate . WHERE DO YOU STAND ? DONATE NOW TO MAKE YOUR VOICE HEARD . PAID FOR BY HARRIS VICTORY FUND TRUROP PHOTO ATTRIBUTION TO G | The choice between a new way forward with Vice President Harris or going backwards with Donald Trump was on full display during the debate . WHERE DO YOU STAND ? DONATE NOW TO MAKE YOUR VOICE HEARD . PAID FOR BY HARRIS VICTORY FUND TATTUNGS- | The choice between a new way forward with Vice President Harris or going backwards with Donald Trump was on full display during the debate . WHERE DO YOU STAND ? DONATE NOW TO MAKE YOUR VOICE HEARD . PAID FOR BY HARRIS VICTORY FUND PTO 15 CASE MED YAZA | The choice between a new way forward with Vice President Harris or going backwards with Donald Trump was on full display during the debate . WHERE DO YOU STAND ? DONATE NOW TO MAKE YOUR VOICE HEARD . PAID FOR BY HARRIS VICTORY FUND TRU PORTION TO GAGE - 28 | The choice between a new way forward with Vice President Harris or going backwards with Donald Trump was on full display during the debate . WHERE DO YOU STAND ? DONATE NOW TO MAKE YOUR VOICE HEARD . PAID FOR BY HARRIS VICTORY FUND PTO 10 CASE AND | The choice between a new way forward with Vice President Harris or going backwards with Donald Trump was on full display during the debate . WHERE DO YOU STAND ? DONATE NOW TO MAKE YOUR VOICE HEARD . PAID FOR BY HARRIS VICTORY FUND TRUPPO ATTRIBUTION TO GASE MY 2","66d117ee2ef858eec46b4dfb8963a719492925a0a35037910b1fb9d57bd27144","https://www.facebook.com/ads/library/?id=405739125524474"
"cid_2024_4548","x_1033626661555097","house","noncandidate",5548.5,"Democrats","DCCC","[]","[secure.actblue.com]","[Rush a donation right now to DEFEAT MAGA Extremism and RESTORE our House Majority!]","[Calling all grassroots Democrats nationwide]","","Please don't scroll away After leading Trump's second impeachment trial and investigating his insurrectionary crimes on January 6th , I resolved that it must be the people's responsibility to ensure that this tyrant and his fascist mob NEVER control the government again . But my fellow Democrats and I can't stop them without your help . So I'm coming to you today with an important question : Will you join me in supporting the DCCC with a $ 3 contribution to elect House Democrats , defeat anti - democracy extremist MAGA Republicans , and recapture our majority in Congress ? With gratitude and solidarity , Jamie PAID FOR BY DCCC . DCCC.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE .","73e3cdf7ab331dcf207dc455493b337a53ae3ef1f691bffb10bbef907fd56154","https://www.facebook.com/ads/library/?id=1033626661555097"
"cid_2024_46089","x_1563145371224625","house","noncandidate",17499.5,"Sentinel Updates","DCCC","[Drew Johnson said cutting social security “sounds great.” Johnson wants to cut Social Security by 30%.]","[reviewjournal.com]","[Drew Johnson Wants to Cut Social Security]","[Rep. Susie Lee, Sen. Jacky Rosen and Vice President Kamala Harris’ campaign attacked their opponents on Social Security record.]","","DIC TH die - tion","5b7f3edde558bb9fbe8296ef8fa7b2b66ddb78e34fd15c7290ec5634756cbb56","https://www.facebook.com/ads/library/?id=1563145371224625"
"cid_2024_46468","x_1709522759826627","senate","noncandidate",49999,"Connecticut Dave","WINSENATE","[After getting rich outsourcing Pennsylvania jobs, Dave McCormick wants to raise taxes for working families while cutting taxes for millionaires like himself. He even wants to gut the Affordable Care Act, which would raise health care costs for millions of Pennsylvanians and let insurance companies deny coverage for pre-existing conditions. When Dave McCormick wins, Pennsylvania pays the price.]","[davemccormickforconnecticut.com]","[Stop Dave McCormick]","[The Truth aboutDave McCormick: Connecticut Millionaire, Hedge Fund CEO,Not for Us Dave McCormick lived in a $16 million mansion in Connecticut, made millions on Wall Street, and outsourced Pennsylvania jobs to China.Now, he’s trying to buy a Pennsylvania Senate seat and take away our rights. Here...]","","WARNING KEEP DAVE MCCORMICK AWAY FROM OUR HEALTHCARE PAID FOR BY WINSENATE . WWW.WINSENATE.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE .","8ffce4ba1207afc825b03196c07fcc828e0e9b11ce5fa03d5d5546f5f6169fe5","https://www.facebook.com/ads/library/?id=1709522759826627"
"cid_2024_4655","x_1034116665125798","senate","noncandidate",79498.5,"Connecticut Dave","WINSENATE","[Dave McCormick's campaign scrubbed his unequivocal anti-abortion stance from his website. He said he was fully against abortion, even in cases of rape or incest. Now, he’s trying to hide his extreme position from the voters of Pennsylvania.]","[pennsylvaniaindependent.com]","[Dave McCormick misleads voters about his anti-abortion record]","[The Pennsylvania GOP US Senate candidate cites articles in his new ad that contradict his own claims.]","","","0e4f66c3b2e37436ad40369b18dd48a16a707795d9cdbaa8b9bf1d4a988854dc","https://www.facebook.com/ads/library/?id=1034116665125798"
"cid_2024_4661","x_1034156188002262","presidential","candidate",102335,"Kamala Harris","HARRIS VICTORY FUND","[The debate showed just how dangerous a second Trump term would be to the future of our country. Now we have an opportunity to turn the page on his extremism and chart a new way forward with joy, hope, and determination.   I am counting on you to help our people-powered campaign reach a crucial fundraising goal: 2 million grassroots donations by September 16.  If supporters reading this donated a few dollars, we could show everyone that the movement we are building is strong enough to defeat Donald Trump and his allies this November.  Friend, time is running out. That is why I am asking you to pitch in.]","[secure.actblue.com]","[2 million donation goal: Pitch in]","[Our fight is more important now than ever before. Donate now.]","","9:41 ฟ ล Notes WHO : You . Yes , you . WHAT : We've set an ambitious goal of bringing in 2 million grassroots donations . WHEN : Before our September 16 deadline . Time is running out . WHY : Because we are being outspent in critical swing states , and whether we hit our goal will determine whether we have the resources necessary to win this race . PAID FOR BY HARRIS VICTORY FUND | 9:41 ฟ ร Notes WHO : You . Yes , you . WHAT : We've set an ambitious goal of bringing in 2 million grassroots donations . WHEN : Before our September 16 deadline . Time is running out . WHY : Because we are being outspent in critical swing states , and whether we hit our goal will determine whether we have the resources necessary to win this race . PAID FOR BY HARRIS VICTORY FUND | 9:41 Notes WHO : You . Yes , you . WHAT : We've set an ambitious goal of bringing in 2 million grassroots donations . WHEN : Before our September 16 deadline . Time is running out . WHY : Because we are being outspent in critical swing states , and whether we hit our goal will determine whether we have the resources necessary to win this race . PAID FOR BY HARRIS VICTORY FUND","ef9f3f22e0be244cb91317f5787e64b5a8d37214de1b6106af9e7db706d3143d","https://www.facebook.com/ads/library/?id=1034156188002262"
"cid_2024_46610","x_541237088558313","senate","candidate",5397,"Andy Kim for New Jersey","ANDY KIM FOR NEW JERSEY","","[andykim.com]","","","","U.S. REP . ANDY KIM VOWS TO RESTORE TRUST IN GOVERNMENT IN HIS BID FOR SENATE NEW JERSEY MONITOR , 11/14/23 PAID FOR BY ANDY KIM FOR NEW JERSEY | U.S. REP . ANDY KIM VOWS TO RESTORE TRUST IN GOVERNMENT IN HIS BID FOR SENATE NEW JERSEY MONITOR . 11/14/23 PAID FOR BY ANDY KIM FOR NEW JERSEY","5eb46f7972a2e1face05eb6449e6722a2a17266e544dd807d75858634654cb24","https://www.facebook.com/ads/library/?id=541237088558313"
"cid_2024_46887","x_1579052746824995","house","noncandidate",4249.5,"We Can’t Trust Corrupt Kevin Coughlin","DCCC","[Kevin Coughlin supported a law that would have made seniors pay $6000 more a year for Medicare. He even called for raising the retirement age on Social Security.]","[heartlandsignal.com]","[Kevin Coughlin is Wrong for Ohio Seniors]","[In Ohio's 13th Congressional District, Republican congressional candidate Kevin Coughlin has made several comments on the campaign trail that suggest he believes privatizing or cutting Social Security would be the best path forward for the program.]","","Couchlin | Couth","5b26df0ee08512ee069c17db3b90d3f78b233c87a3cf2219500208f38487d930","https://www.facebook.com/ads/library/?id=1579052746824995"
"cid_2024_47045","x_1581735799378977","house","candidate",5499.5,"Monica Tranel","MONICA TRANEL FOR MONTANA","[Ryan Zinke is a housing profiteer. He's buying up houses and jacking up the rent. He's renting this house property for $16,000 A MONTH on AirBnB!]","[https://www.monicatranel.com/ad-inside]","[Ryan Zinke is a housing profiteer]","[Housing profiteers like Ryan Zinke are the reason it's so expensive to live in Montana.]","","Ryan Zinke . Housing Profiteer . Jacking Up Rents . Reserve LOOK HOW MUCH You won't be charged yet ZINKE IS RENTING Accommodation $ 16,800 Monthly stay discount - $ 2,520 THIS HOUSE FOR Cleaning fee $ 200 ON AIRBNB ! Airbnb service feel $ 1,537 Total before taxes $ 16,017 PAID FOR BY MONICA TRANEL FOR MONTANA . APPROVED BY MONICA TRANEL","d5484d4a3aa7deaf52e3a611f1c3c6693557b9fdeef574e0cce86cf72db584c0","https://www.facebook.com/ads/library/?id=1581735799378977"
"cid_2024_47050","x_1581868662711344","senate","candidate",2749.5,"Ruben Gallego","GALLEGO FOR ARIZONA","[When a race is as close as this one, the team that raises the most resources has the edge. We’ve got to make sure that we continue to hit our marks — especially now, with the most important official FEC deadline of the entire campaign ahead of us at the end of the month.   Can you help Ruben Gallego raise what he needs to defeat Kari Lake in Arizona? This is an absolutely critical moment, and we can’t fall short.]","[secure.actblue.com]","[Polling]","[Ruben Gallego for Senate]","","MARINE ELECTION COMBAT DENIER VETERAN DONATE NOW","e06e4d505395077bfbe6fd98f4ded874b6d9063143adcabbd79dbdbd35ba3817","https://www.facebook.com/ads/library/?id=1581868662711344"
"cid_2024_4720","x_559589730064586","presidential","candidate",45498.5,"The Daily Scroll","HARRIS FOR PRESIDENT","[Kamala Harris spoke at a town hall with Oprah Winfrey, where she highlighted her plans to “cut costs for the middle class, restore a national right to abortion and address gun violence.”]","[tv20detroit.com]","[WATCH: Kamala Harris, Oprah hold virtual town hall in metro Detroit]","[Vice President Kamala Harris looked for a boost with persuadable and less-motivated voters as she participated in a livestream Thursday evening with former talk show host Oprah Winfrey...]","","* UNITE FOR AMERICA","723dd7ec5fde0e190bcbd7e862787ba6b07802d712cbd9d093cf9f00000e33a4","https://www.facebook.com/ads/library/?id=559589730064586"
"cid_2024_4733","x_2553425008193388","senate","candidate",1990,"Lucas Kunce","Lucas Kunce for Missouri","[“Missouri’s Senate race is no longer a dark horse.”   VoteVets just endorsed 13-year Marine veteran Lucas Kunce in Missouri’s U.S. Senate race because they know he can defeat Josh Hawley this November.   While Hawley has spent six years earning the lowest approval rating of any GOP Senator up for re-election this year, Lucas has spent his career serving our country — from deployments to Iraq and Afghanistan to his antitrust work at the nation’s leading non-profit in the fight against monopoly power in our economy and our democracy.   Now, Lucas is running to be a warrior for working people in the U.S. Senate — fighting for veterans, service members, healthcare, our democracy, our freedoms, and all Missourians. He wants to invest in America, rebuild our forgotten neighborhoods, and put people in charge of their own bodies, families, and lives.   VoteVets has played a critical role in electing veterans and national security experts like Lucas to office at the federal, state, and local levels since 2006. And this year, they’re ready to help us get Lucas’ election-winning message in front of voters all across the state. But we still need your support to do it too.   Will you rush a donation of $10 toward our grassroots campaign to elect Lucas Kunce today? Lucas is funding his campaign the right way — without a cent from corporate PACs or Big Oil + Big Pharma execs — so we’re counting on you to help us keep building this record-breaking grassroots movement.]","[secure.actblue.com]","[Put a real warrior for working people in the Senate >>>]","[Josh Hawley is vulnerable. Let's beat him.]","",""""" With its strong tradition of split - ticket voting , a record - breaking Democratic challenger with a record of serving his country , and abortion now on the ballot this November , Missouri's Senate race is no longer a dark horse . """" - VoteVets LUCAS KUNCE FOR U.S. SENATE UP OF MILITARY RANK , JOB TITLES , AND PHOTOGRAPHS IN UNIFORM DO NOT IMPLY NDORSEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPARTMENT OF DEFENSE . PAID FOR BY LUCAS KUNCE FOR MISSOURI | """" With its strong tradition of split - ticket voting , a record - breaking Democratic challenger with a record of serving his country , and abortion now on the ballot this November , Missouri's Senate race is no longer a dark horse . 77 - VoteVets LUCAS KUNCE FOR U.S. SENATE OF MILITARY RANK , JOB TITLES , AND PHOTOGRAPHS IN UNIFORM DO NOT IMPLY ENDORSEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPARTMENT OF DEFENSE . PAID FOR BY LUCAS KUNCE FOR MISSOURI | """" With its strong tradition of split - ticket voting , a record - breaking Democratic challenger with a record of serving his country , and abortion now on the ballot this November , Missouri's Senate race is no longer a dark horse . 77 - VoteVets LUCAS KUNCE FOR U.S. SENATE UP OF MILITARY RANK , JOB TITLES , AND PHOTOGRAPHS IN UNIFORM DO NOT IMPLY NDORSEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPARTMENT OF DEFENSE PAID FOR BY LUCAS KUNCE FOR MISSOURI | With its strong tradition of split - ticket voting , a record - breaking Democratic challenger with a record of serving his country , and abortion now on the ballot this November , Missouri's Senate race is no longer a dark horse . """" - VoteVets LUCAS KUNCE FOR U.S. SENATE UP OF MILITARY RANK , JOB TITLES , AND PHOTOGRAPHS IN UNIFORM DO NOT IMPLY NDORSEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPARTMENT OF DEFENSE . PAID FOR BY LUCAS KUNCE FOR MISSOURI | """" With its strong tradition of split - ticket voting , a record - breaking Democratic challenger with a record of serving his country , and abortion now on the ballot this November , Missouri's Senate race is no longer a dark horse . """" - VoteVets LUCAS KUNCE FOR U.S. SENATE U ENDORSEMENT OF MILITARY BY RANK THE , DEPARTMENT JOB TITLES , AND OF THE PHOTOGRAPHS NAVY OR THE IN DEPARTMENT UNIFORM DO NOT OF DEFENSE IMPLY PAID FOR BY LUCAS KUNCE FOR MISSOURI U OF MILITARY RANK , JOB TITLES , AND PHOTOGRAPHS IN UNIFORM DO NOT IMPLY PAID FOR BY LUCAS KUNCE FOR MISSOURI ENDORSEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPARTMENT OF DEFENSE PAID FOR BY LUCAS KUNCE FOR MISSOURI | """" With its strong tradition of split - ticket voting , a record - breaking Democratic challenger with a record of serving his country , and abortion now on the ballot this November , Missouri's Senate race is no longer a dark horse . 77 - VoteVets LUCAS KUNCE FOR U.S. SENATE UP OF MILITARY RANK , JOB TITLES , AND PHOTOGRAPHS IN UNIFORM DO NOT IMPLY ENDORSEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPARTMENT OF DEFENSE PAID FOR BY LUCAS KUNCE FOR MISSOURI","eaf3240245583a6d6d3bfa748581864d7799ef256490ee0858cbfc61035fbc22","https://www.facebook.com/ads/library/?id=2553425008193388"
"cid_2024_47543","x_1591186925132068","presidential","noncandidate",2548.5,"America PAC","America PAC","[Tony Vargas's policies will hurt Nebraska’s economy. Protect your future—vote against Vargas. Make a plan and vote Bacon!]","[theamericapac.org]","[Get Out And Vote Bacon!]","[Defeat Vargas.]","","AMERICA PROTECT NEBRASKA'S ECONOMY AND STOP VARGAS'S WICKED AGENDA . TAKE ACTION TODAY . GO VOTE DON BACON Paid for by America PAC . Not authorized by any candidate or candidate's committee . www.theamericapac.org .","25b2b2f802958b52685cc2e66cea903d3b0c44a201ff137f465c343f4d7f2df0","https://www.facebook.com/ads/library/?id=1591186925132068"
"cid_2024_48202","x_440399649034341","house","candidate",947.5,"David Valadao","Valadao for Congress","[David Valadao is fighting to repeal the gas tax. He will always put Valley families first! Keep David Valadao working for us in November!]","[valadaoforcongress.com]","[Vote David Valadao]","","","DAVID VALADAO IS FIGHTING TO REPEAL THE GAS TAX ! SAVING YOU OVER 50 CENTS PER GALLON PAID FOR BY VALADAO FOR CONGRESS","673339d688e3af859216ea8f98220d484ae01c8a1ad3da03aee6192394cc1312","https://www.facebook.com/ads/library/?id=440399649034341"
"cid_2024_4821","x_1504426740496206","senate","candidate",109092,"Colin Allred","COLIN ALLRED FOR SENATE","[🚨 𝐂𝐨𝐥𝐢𝐧 𝐀𝐥𝐥𝐫𝐞𝐝 𝐢𝐬 𝐠𝐨𝐢𝐧𝐠 𝐭𝐨 𝐛𝐞𝐚𝐭 𝐓𝐞𝐝 𝐂𝐫𝐮𝐳 🚨  After Ted Cruz won his last race by just over 2%, recent polls show Cruz and Allred TIED, and experts just named Cruz the ONLY vulnerable GOP Senator in the country. We’re so close to sending Ted packing – will you chip in now to help Colin reach more voters and defeat Ted Cruz? ➡️]","[secure.actblue.com]","[Chip in now to send Ted Cruz packing!]","[We’re closer than ever to defeating Ted Cruz – but we can’t do it without you.]","","BREAKING : Texas Senate Race TIED 44 % 44 % PAID FOR BY COLIN ALLRED FOR SENATE","4029bb49b2f310df1e5950f6e8b0a02ccf9d0b6f4c03778b13ce2d4c2e75bcba","https://www.facebook.com/ads/library/?id=1504426740496206"
"cid_2024_4824","x_1045572510403176","presidential","candidate",82029.5,"Kamala HQ","HARRIS VICTORY FUND","[Please do not click away from this critical message about this recent New York Times poll.]","[secure.actblue.com]","[Thank you in advance]","[Our fight is more important now than ever before. Donate now.]","","We trail Donald Trump by 1 % nationally . We are being outspent in crucial swing states . We are running out of time . Donate now . KAMALA HQ PAID FOR BY HARRIS VICTORY FUND","22f0948bf5907b43a4aa4aa10a23bef98adbe919cafb2c967879c65d57214b72","https://www.facebook.com/ads/library/?id=1045572510403176"
"cid_2024_48397","x_1607429673182367","presidential","noncandidate",849.5,"America PAC","America PAC","","[votesafe.org]","","","","! CRITICAL ELECTION ALERT PRESIDENT TRUMP NEEDS 500 MORE VOTERS IN YOUR ZIP CODE TO MAKE THEIR EARLY VOTING PLANS TODAY TO HIT OUR GOAL FOR VICTORY . MAKE YOUR VOTING PLAN NOW PAD FOR BY AMERICAPAC NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE WWW.THEAMERCAPACORG","c275c541e9c55ee85219b4c66e707912211a139e55d152309d946eac641b02ad","https://www.facebook.com/ads/library/?id=1607429673182367"
"cid_2024_48495","x_1609652293266230","senate","noncandidate",2099,"Senate Democrats","DSCC","[⚠️𝐃𝐄𝐌𝐎𝐂𝐑𝐀𝐓𝐒 𝐒𝐓𝐎𝐏 𝐒𝐂𝐑𝐎𝐋𝐋𝐈𝐍𝐆: Right now, five Senate Democrats are in incredibly close races against their Republican opponents.  This November, Democratic senators Jon Tester (MT), Tammy Baldwin (WI), Sherrod Brown (OH), Bob Casey (PA), and Jacky Rosen (NV) are in neck-and-neck races to defend their seats. And with the GOP spending big to claim their seats, it’s going to take a massive grassroots effort if we want to protect our Democratic Senate majority.  Will you rush whatever you can spare to the DSCC’s urgent $50,000 fundraiser before midnight to help defend and expand our razor-thin Senate majority?]","[secure.actblue.com]","[Our Senate majority is at stake: Defend it by donating today!]","[The average gift of supporters like you is $14.72. DONATE NOW]","","WE HAVE TO DEFEND THESE SEATS J DONATE NOW PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE TAX DEDUCTIBLE OR CANDIDATE'S . COMMITTEE . PAID FOR BY THE DSCC CONTRIBUTIONS , DSCC.ORG , AND OR NOT GIFTS AUTHORIZED TO THE DSCC BY ARE ANY NOT CANDIDATE TAX DEDUCTIBLE OR CANDIDATE'S . COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | WE HAVE TO DEFEND THESE SEATS DONATE NOW PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | WE HAVE TO DEFEND THESE SEATS J DONATE NOW PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | WE HAVE TO DEFEND THESE SEATS Я DONATE NOW PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE .","c7dfc57db66d3969bf8c9772d18b4c5a4ee7b4f56806c11d94cbaefff380f4cd","https://www.facebook.com/ads/library/?id=1609652293266230"
"cid_2024_4860","x_505605382281526","presidential","candidate",393853.5,"Kamala HQ","HARRIS VICTORY FUND","[Please don’t scroll past this.   If you knew that by giving just $25 today, you could prevent another Trump presidency and elect Democrats nationwide, wouldn’t you donate immediately?   We know that $25 may not seem like enough money to do that. But by the time you’re done reading this, thousands of people will have already donated their $25. Now, they’re counting on you to do the same. Voting has begun, and we need as much momentum as possible to win this.]","[secure.actblue.com]","[Donate now →]","[Our fight is more important now than ever before. Donate now.]","","If everyone reading this chipped in $ 25 , we would immediately have the resources needed to elect Kamala Harris and Tim Walz . But not everyone gives . That is why we're counting on those who understand the stakes of defeating Trump to chip in $ 25 today . PAID FOR BY HARRIS VICTORY FUND","5bcdbba928202156bbef84a4e40f1f59563197c7fe79ea3caed3140695a0d8e1","https://www.facebook.com/ads/library/?id=505605382281526"
"cid_2024_48606","x_1612439479686052","presidential","candidate",6397,"Donald J. Trump","TRUMP 47 COMMITTEE, INC.","[I'm coming to Lancaster, PA!  Join me on Sunday, October 20th — at 5:00PM. Be part of a HISTORIC event.  Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸]","[event.donaldjtrump.com]","[Get Your 𝙁𝙍𝙀𝙀 Tickets]","[Join me in Lancaster!]","","MAKE AM GREA DONALD TRUMP IS COMING TO LANCASTER PAID FOR BY TRUMP 47 COMMITTEE , INC . | GREA DONALD TRUMP IS COMING TO LANCASTER PAID FOR BY TRUMP 47 COMMITTEE , INC . | MAKE AME GREA DONALD TRUMP IS COMING TO LANCASTER PAID FOR BY TRUMP 47 COMMITTEE , INC . | MAKE AM DONALD TRUMP IS COMING TO LANCASTER PAID FOR BY TRUMP 47 COMMITTEE , INC . | A AME MAKE A AME DONALD TRUMP IS COMING TO LANCASTER PAID FOR BY TRUMP 47 COMMITTEE , INC .","0ab369d40782db4836bf74447043f28787b368668b57c08bd82cdc5fa14a00e3","https://www.facebook.com/ads/library/?id=1612439479686052"
"cid_2024_48628","x_977995684056239","presidential","candidate",3596,"Donald J. Trump","TRUMP 47 COMMITTEE, INC.","[Join Governor Jim Justice and Babydog in Winston-Salem, on Thursday, October 24th — at 6:00PM. Be part of a HISTORIC event.]","[event.donaldjtrump.com]","[Get Your 𝙁𝙍𝙀𝙀 Tickets]","[Join Team Trump in Winston-Salem!]","","JOIN JIM JUSTICE & BABYDOG IN WINSTON - SALEM ! PAID FOR BY TRUMP 47 COMMITTEE , INC .","a07b6003a039b4bcfb8a72768bd8cfe3c8109554575e3755547aaabe6e72cd2e","https://www.facebook.com/ads/library/?id=977995684056239"
"cid_2024_48712","x_907132740912386","house","candidate",1599,"Witkop for Congress","WITKOP FOR CONGRESS","[Don't follow party lines this year. Vote for the candidate that doesn’t take money from special interests, corporations and donors that are over developing our hometowns. I will represent all Americans. I will protect Floridians I will protect YOUR freedoms. Vote for change!  Vote for Witkop]","[witkopforcongress.com]","[Witkop for Congress]","[Thomas Witkop is running to represent Florida’s 21st District and your voice in the US House of Representatives.]","","EWITKOP WITKOP EWITKOP | EWITKOP","d4c29d46f09a82db4e50225c8136ea96656e9935de3b895c31833d7ef0e52cc9","https://www.facebook.com/ads/library/?id=907132740912386"
