"cid","ad_id","race","sponsor_type","total_spend","advertiser_name","ad_text","asr_text","ocr_text","checksum","ad_url"
"cid_2024_18772","CR05756018103838310401","senate","candidate",39750,"TAMMY BALDWIN FOR SENATE","","my day is packed client meetings patient rounds getting kids out the door but Eric Hy thinks all women care about is Hollywood it's just deplorable sadly with you know females they spend too much time focused on what's going on in Hollywood well guess what Eric Hy we know you support an overturning Row versus Wade and we know you'd vote for a National Abortion ban too Eric Hy must think he knows better than us what is wrong with this guy I'm Tammy Baldwin and I approve this message","of pregnancy ctng countries i Wvestem
ON """"HOLLYWOOD
THEY SPEND TOO MUCH
THEY SPEND TOO MUCH TIME
EGIONAL NEWS
N PAID FOR BY TAMMY BALDWIN FOR SENATE.
APPROVED RYT TAMMY BALDWIN PAID FOR BY TAMMY BALDWIN FOR SENATE.
ON IN
Wisconsin Republican candidate for Senate
ASSOCIATED PRESS, 2/20/24
of pregnancy ontng countries in Westem
UN PAID FOR BY TAMMY BALDWIN FOR SENATE.
""""IT'S JUST
of pregnancy ctng countries inWiestem
Surape as enpes of countres ne
ON IN HOLLYWOOD.""""
supports a ban on abortion at 12 to 14 weoks
WOPT820,9/8/23
ON ‘HOLLYWOOD' """"
APPROVED
supports a ban on aborlien at 12 1o 14 wooks
Travis& Ta
supports a ban on aborlicn at 12 to 14 weeks
supports a ban on aborkn at 12 1o 14 weeks
STATE &REGIONAL NEWS
SADLY, WITH FEMALES,
oports a ban on abortion at 121o.14 weeks
""""IT'S JUST DEPLORABLE.
of pregnancy caing countries in Westem
""""IT'S
WHAT IS WRONG WITH THIS GUY?
SADLY,
supports a ban on aborlion at 12 1o 14 wooks
ANTROIVED BYTAMY BALDWIN. PAID FOR BY TAMMY BALDWIN FOR SENATE.
MY BALDWIN. PAID FOR BY TAMMY","b6ec808e20115da1d1d1a5e41bb5effc80f29cbe67b20ed45db075024f678d0a","https://adstransparency.google.com/advertiser/AR17311467944022114305/creative/CR05756018103838310401?political=&region=US"
"cid_2024_18773","CR15727595760306356225","senate","candidate",29200,"TAMMY BALDWIN FOR SENATE","","this ad is a complete lie the truth is Tammy Baldwin's never shared inside information with her partner and Tammy Baldwin's leading the fight to ban senators from purchasing any individual stocks I'm Tammy Baldwin and I approve this message","JOURNAL SENTINEL.9
JOURNAL SENTINEL.9/10/24
TAMMY BALDWIN
Baldwin: Ban Senators From
to benefit Brisbane or her clients.""""
""""There is no evidence Baldwin
Purchasing Stocks
TAMMY
APPROVED BY TAMMY BALDWIN. PAID FOR BY TAMMY BALDWIN FOR SENATE.
SENATOR
to benelit Brisbane or her clients.""""
2/18/22
KFIZ 2/10/22
used her influence in the Senate
KFIZ2/10/22
-
APPROVED BY TAMMY BALDWIN, PAID FOR BY TAMMY BALDWIN FOR SENATE.","7b8234dded86f6e72d06881e3bd97644d861e0aad1815b2b026a34e2737b11e7","https://adstransparency.google.com/advertiser/AR17311467944022114305/creative/CR15727595760306356225?political=&region=US"
"cid_2024_18774","CR15517085411536011265","senate","candidate",97500,"TAMMY BALDWIN FOR SENATE","","I like to do my own research and make up my own mind I don't just vote for a party I vote for a person and that's why I'm voting for Tammy Baldwin she's working to create more good paying jobs and bring down costs this election look into Tammy Baldwin","Tmmy Baldwin commed to
ALW
M
or the per why h
omne working hend tor the
wh so mch at ak e
ALDWN
Jen
oot jst big corporse special
tjst big eorperate seca
WORKING FOR
aing sre that W
JON DUR TEAM
ot jst big corporte special
making sure that Wcon fae
ON DR TEA
on reproductive tre
can show
oot jst big eorporse secia
BRINGING DOWN COSTS
Wisconsin
Wh smuch at iake
AL
Meet Tammy
ring meaingd w
PAID FOR BY TAMMY BALDWIN FOR SENATE
BALDWIN
WWW.TAMMYBALDWIN.COM
PUTTING WISCONSIN PIRIT
Tammy Baldwin
s ing with
WISCONSIN VOTER
LN
ALWN
Wacontes
oot jst big eorporse special
II
RTEA
JOIN OUR TEAM
TEAM
J TEAM
Tammy Baldwin is committed to
TAMMY
JONDUR TEAM
ALDWO
ackg e
C
ad
204
JON DR TEAM
JON DR TEA","77f95433a5353eab74c8859805798b483efae30123b837f5c37cacbd50c5c176","https://adstransparency.google.com/advertiser/AR17311467944022114305/creative/CR15517085411536011265?political=&region=US"
"cid_2024_18775","CR07025199820482543617","senate","candidate",32500,"TAMMY BALDWIN FOR SENATE","","this ad is a complete lie the truth is Tammy Baldwin's never shared inside information with her partner and Tammy Baldwin's leading the fight to ban senators from purchasing any individual stocks I'm Tammy Baldwin and I approve this message","Sen
Senator
Maria B
SIN
used her influence in the Senate
AUREE WISCONSIN
EEWISCONSIN
Purchasing Stocks
TO APPROVED BY TAMMY BALDWIN. PAID FOR BY TAMMY BALDWIN FOR SENATE
APPROVED BY TAMMY BALDWIN, PAID FOR BY TAMMY BALDWIN FOR SENATE
APPROVED BY TAMMY BALDWIN. PAID FOR BY TAMMY BALDWIN FOR SENATE.
Tammy Baldwin
AUKEE WISCONSIN
Baldwin: Ban Senators From
-
AUREEWISCONSIN
APPROVED BY TAMMY BALDWIN, PAID FOR BY TAMMY BALDWIN FOR SENATE.
E APPROVED BY TAMMY BALDWIN. PAID FOR BY TAMMY BALOWIN FOR SENATE.
APPROVED BY TAMMY BALOWIN. PAID FOR BY TAMMY BALDWIN FOR SENATE.
""""There is no evidence Baldwin
KFIZ 2/10/22
WAUKEE WISCONSIN
JOURNAL SENTINEL.9/10/24
APPROVED BY TAMMY BALDWIN PAID FOR BY TAMMY BALDWIN FOR SENATE.
to benefit Brisbane or her clients.""""
AUKEE WISeONSIN","ef08abed808d71c2865f5eae3055b7cebfd9416238098a57b5252d1977c371f8","https://adstransparency.google.com/advertiser/AR17311467944022114305/creative/CR07025199820482543617?political=&region=US"
"cid_2024_18777","CR08380535093571092481","senate","candidate",9500,"TAMMY BALDWIN FOR SENATE","","Tammy Baldwin wrote the law requiring American infrastructure use American Iron and steel Tammy's fought for Wisconsin's dairy industry and Tammy Baldwin wrote the law letting kids stay on their parents' healthc care till their 26 Tammy Baldwin's the one working for Wisconsin","AAPROVED BY TAMMY BALDWIN. PAID FOR BY TAMMY BALDWIN FOR SENATE
Aims to Help Iron, Steel IndustryETY
Wiousin Ag Connection 3/27/17
FETY
APPHOVEDIBY TAMMY BALDIWIN. PAID FOR BY TAMMY BAINFOR SENATE
APPHOVEDBY TAMMY BALDOWIN. PAID FOR BY TAMMMBAINFOR SENATE
APPROVED BY TAMMY BALDWIN. PAID FOR BY TAMIMY BALDVIN FOR SENATE
JOB
SAFETY
Baldwin's 'Buy America' Bill
Wisconsin State Journal,10/21/12
Wisconsin Ag Connection, 3/27/17
IT'S NY
APPAOVAD BY OAMINY BALDWIN. PAID FOR BY TAMAY BALDIVINUFOR SENATE.
sconsin Ag Connection, 3/27/17
Wiseons in Ag Connection. 3/27/17
APPRIVED BYTAMMY BAIDWIN PAD FUR BY TAMMY BALUIN FH SENATE
Aims to Help Iron, Steel Industry
WiHsOo Fin Ag Connection. 3/27/17
Senator Baldwin promotes innovative dairy initiatives
children up to age 26 to stay on their
APPHOVEDBY TAMM BALDWIN. PAID FOR BY TAMMMBAINFOR SENATE
WXOW, 10/7/19
parents' health insurance""""
""""authored the provision that allows
Wisconsin State Journal, 10/21/12","e8edc79422f4abc99106f69e31b3e7b3b924ca0e0104f63cec7d758cc215e077","https://adstransparency.google.com/advertiser/AR17311467944022114305/creative/CR08380535093571092481?political=&region=US"
"cid_2024_18778","CR08725608296733474817","senate","candidate",95000,"TAMMY BALDWIN FOR SENATE","","Eric Hy on abortion I am totally opposed to abortion Republicans passed abortion BS across the country no exceptions for rape or incest in the Senate Hy would give them the majority to ban abortion everywhere even here in Wisconsin","What's wrong
totally
CRIMINAL PENALTIES
PAID FOR BY TAMMY BALDWIN FOR SENATE AND THE DEM MOCRATIC SENATORIAL CAMPAIGN COMMITTEE
PAID FOR BY TAMMY BALDWIN FOR SENATE AND THE DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE.
JERRY BADER SHOW
FOR RAPE OR INCEST
DE
NATIONWIDE
""""I am
with this guy?
to abortion
99
NO EXCEPTIONS
“I am
to abortion.""""
ERIC HOVDE
totally opposed
PAID FOR BY TAMMY BALDVIN FOR SENATE AND THE DEMOCRATIC SENATORIAL CAMPAIGN COMMITEE
66
PAID FOR BY TAMMY BALDWIN FOR SENATE AND THE DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE
BAN ABORTION
TAMMY BALDWIN FOR SENATE AND THE DEMOCRATIC SENATORIAL CAMPAIGN COMMITEE.
FOR DOCTORS
PAID FOR BY TAMMY BALDWIN FOR SENATE AND THE DEMOCRATIC SENATORIAL CAMPAIGN COMMITEE.
opposed
TAMMY BALDWIN FOR SENATE AND THE DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE.
PAID FOR BY TAMMY BALDWIN FOR SENATE AND THE DEMOCRATIC SENATORIAL CAMPAIGN COMMITEE","1f175247d7524d78b55c6c4bba50a62dee995ad8d7126cd9dec22d1a69775416","https://adstransparency.google.com/advertiser/AR17311467944022114305/creative/CR08725608296733474817?political=&region=US"
"cid_2024_18782","CR12838109164202885121","senate","candidate",17500,"TAMMY BALDWIN FOR SENATE","","Tammy Baldwin has our back. Tammy wrote the law to make sure American projects are made with American iron and steel. Thanks, Tammy Baldwin. My daughter's inhaler is not only $35 a month. Tammy's Dairy Business Innovation Act has helped us hire more workers. Tammy Baldwin's leading the charge to restore Rovi Wade. Tammy Baldwin fought like hell to save my retirement. I'm Tammy Baldwin and I approve this message. They have someone in Washington that's got your back? Oh, man, that's gold.","John
SCOT FORGE
SCOT FORGE
John
Be
ed
Baldwin's Buy America Bill Aims
to Help I
Baldwin's Buy America Bill Aims
to Help Iron, Steel Industry
Wisconsin Ag Connection, 3/27/17
Baldwin's Buy America Bill Aims
to Help Iron, Steel Industry
Wisconsin Ag Connection, 3/27/17
Baldwin calls on inhaler compa
Baldwin calls on inhaler companies
to stop price gouging
WQOW 1/31/24
Baldwin calls on inhaler companies
to stop price gouging
WQOW 1/31/24
Gourmet Che
One Batch at a Time
PINE RIVER
Dairy Business Innovation Act
supports cheese
PROUDLY
Dairy Business Innovation Act
supports cheesemakers, other dairy businesses
Wisconsin State Farmer 8/6/18
Dairy Business Innovation Act
supports cheesemakers, other dairy businesses
Wisconsin State Farmer 8/6/18
Baldwin fights to protect abor
Wi
Baldwin fights to protect abortion rights
Wisconsin Examiner, 5/20/21
Baldwin introduces bill to
prevent large pension benefit cu
Republican Eagle, 5/9/
Baldwin introduces bill to
prevent large pension benefit cuts
Republican Eagle, 5/9/17
Ba","453b24a7d75570980ef9bb69023a1c75485182b611a256f7df9d2a95bc9955e9","https://adstransparency.google.com/advertiser/AR17311467944022114305/creative/CR12838109164202885121?political=&region=US"
"cid_2024_18785","CR16825558451076726785","senate","candidate",9500,"TAMMY BALDWIN FOR SENATE","","Eric Hy invested millions in companies that outsourced Wisconsin Jobs Hy asked why he should even know what's in the farm bill HDI wants to end the Affordable Care Act Tammy Baldwin's the one working for Wisconsin I'm Tammy Baldwin and I approve this message","-HUFFINGTON POST, /4/24
Eric Hovede, 10/25/24
-HUFFINGTON POST9/4/24
Eric Hovdle, 10/25/24
tammybaldwin
-BUFFINGTON POST, 9/4/24
-HUFFINGTON POST, 9/4/24
“Why in God's green earth
APPROVED BY TAMMY BALUWIN PAID FOR BYTAMMY BALOWIN FR SENATE
""""I'd Repeal It In Its Entirety""""
HUFFINGTON POST,9/4/24
APPROVED BY TAMMY BALDWIAEPAID FOR BY TAMMY BALDWIN FOR SENATE.
IN COMPANIES THAT OUTSOURCED
APPRIVED BY TAMMY AINAE PAOAR BAMMY BALDWIN FOR SENATE
JOURNAL SENTINEL, 7/19/12
APPROVED BY TAMMY BALDWIN. PAID FOR BY TAMMY BALDOWIN FOR SENATE.
tammybaldwin.com
-HUFFINGTON POST 9/4/24
APPHOVEDIBY AMMY BALDWIN PAID FOR BY TAMMY BALINOR SENATE
APPROVED BYTAMMY BALDWIN PAID FOR BYTAMY BALOWIN FRSENATE
Eric Hovde, 10/25/24
APPROVED BY TAMMY BALDWIN. PAID FOR BY TAMMY BALDWIN FOR SENATE.
ERIC HOVDE INVESTED MILLIONS
-Eric Hovde, 10/25/24
HUFFINGTON POST 944/24
HUFFINGTON POST9/4/24
TAMMY
JOBS FROM WISCONSIN
BALDWIN
APHOVEDBY AMM BALDIWIN. PAID FOR BY TAMMM BALIINOR SENATE
HUFFINGTON POST 9/4/24
-HUFFINCTON POST 9/4/24
would I kn","2d38b20483f2c42779f1a1f33146d0ba4de4d621f59672b2f9d12dfccd045a3c","https://adstransparency.google.com/advertiser/AR17311467944022114305/creative/CR16825558451076726785?political=&region=US"
"cid_2024_18805","CR00459817429183234049","house","candidate",35900,"JOSH HARDER FOR CONGRESS","","I was thrilled to be pregnant but then I got very sick my doctor told me that I would not survive without this procedure but Kevin Lincoln would let politicians Outlaw abortion no exceptions even to save lives like mine he's too extreme Lincoln would even let doctors and patients be prosecuted that terrifies me we need Josh harder he will always protect our Reproductive Rights and Freedoms I'm Josh Harter and I approve this message","DOCTORS AND PATIENTS
Mcok Pr
Let Politicians Outlaw Abortion
JOSH HARDER
KEVIN LINCOLN
Cristina required an abortion
Cristina
to save her life.
APPROVED BY JOSH HARDER. PAID FOR BY JOSH HARDER FOR CONGRESS.
PUTTING THE VALLEY FIRST
Diagnosed with Lupus,
PROSECUTE
USH RANDER
17
PROTECTING OUR REPRODUCTIVE RIGHTS
Macok Pr
M Pr
M Pro
MkPro
APPROVED BY JOSH HARDER, PAID FOR BY JOSH HARDER FOR CONGRESS.","f2bdea11719402771cdd411f2304bda9e1f164177d9fa8627a3abe913f719be6","https://adstransparency.google.com/advertiser/AR17361091377684807681/creative/CR00459817429183234049?political=&region=US"
"cid_2024_18807","CR16251666157935788033","house","candidate",17850,"JOSH HARDER FOR CONGRESS","","costs keep going up and Kevin Lincoln would make it worse Lincoln's backed by Washington extremists who'd repeal the Affordable Care Act denying coverage and jacking up costs Josh Harter understands the struggle Josh's brother was born with pre-existing conditions without insurance his Hospital stay would have bankrupted the family harder will fight to lower health care costs for all of us I'm Josh Harter and I approve this message because for me it's personal","COVERAGE
JUSH DARDER
JOSH HARDER
JOSH NARDER
PUTTING THE VALLEY FIRST
Kevin Lincoln Higher Costs
Kevin L
JACKING UP COSTS
Kevin Lincoln Highe
BACKED BY
KEVIN
WASHINGTON
Kevin Lincoln Hig
Kevin Lincoln Higher Cos
EXTREMISTS
LOWER HEALTH CARE COSTS
JOSU NARDER
FOR CONGRESS
DENYI
KEVIN LINCOLN
DENYING
COVER
ALTH CARE COSTS
Search
APPROVED BY JOSH HARDER. PAID FOR BY JOSH HARDER FOR CONGRESS.
Kevin Lincol
Kevin Lincoln Higher C
JOSH MARDER","64ac2c7e164e3f0f1e3941bae3e929076f9a605cad25eca497fe09119a26a9a0","https://adstransparency.google.com/advertiser/AR17361091377684807681/creative/CR16251666157935788033?political=&region=US"
"cid_2024_18812","CR01742181139193266177","house","candidate",4300,"PARROTT FOR CONGRESS","","I'm Neil Parrot. As a traffic engineer, I work to solve problems to get things moving safely and efficiently, like this roundabout behind me. Now, I'm running for US Congress to help solve the problems facing our country, like bringing good paying jobs back to our communities, and stopping fentanyl by securing our border. I'm also the local guy, and I'll work to bring down the cost of groceries, gas, and electricity. I'm Neil Parrot, and I approve this message because it's time to get our country moving forward for you.","NEIL PARROTT
TRAFFIC ENGINEER
NEIL PARROTT
TRAFFIC ENGINEER
旅
NEIL PARROTT
TRAFFIC ENGINEER
背旅
NEIL PARROTT
TRAFFIC ENGINEER
NEIL PARROTT
PROBLEM SOLVER
NEIL PARROTT
PROBLEM SOLVER
NEIL PARROTT
PROBLEM SOLVER
GOOD-PAYING JOBS
SECURING OUR BORDER
GROCERIES
GROCERIES
GAS
ELECTRICITY
GROCERIES AT
GAS
ELECTRICITY
★★ NEIL★★
PARROTT
U.S. CONGRESS
PAID FOR BY PARROTT FOR CONGRESS
★✰✰ NEIL★★
PARROTT
U.S. CONGRESS
PAID FOR BY PARROTT FOR CONGRESS
✰✰ NEIL★★
PARROTT
U.S. CONGRESS
MOVING FORWARD
PAID FOR BY PARROTT FOR CONGRESS
★★ NEIL ★★
PARROTT
U.S. CONGRESS
MOVING FORWARD
FOR YOU
NEILPARROTT.ORG
PAID FOR BY PARROTT FOR CONGRESS
NEIL★★
PARROTT
U.S. CONGRESS
MOVING FORWARD
FOR YOU
NEILPARROTT.ORG
PAID FOR BY PARROTT FOR CONGRESS","894e9d4d0431aa60071d19bb4763e1f1234540f531cf921ece6829107735c144","https://adstransparency.google.com/advertiser/AR17379662403955851265/creative/CR01742181139193266177?political=&region=US"
"cid_2024_18885","CR00867773626483474433","house","candidate",9250,"STEIL FOR WISCONSIN, INC.","","career politician Peter barca's campaign began with a lie the attacks were found to be blatantly false we just can't trust Peter Barka Barka voted to cut veterans benefits while raising taxes on our social security sided with radical extremist over our law enforcement and he'd be a rubber stamp for The Reckless spending which has caused record prices families police and Veterans can't trust Peter Barka how can you I'm Brian style and I approve this message","Career Politician Peter Barca's Camp
BLATANTEY
Steil
POLICE
SPENDING
HR2264, HOUSE OF REPRESENTATIVES, 8.5.93
Career Politician Peter Barca's Campaign Began with a Lie...
PETER
FALSE
BryanSteil.com
RAISE TAXES
Career Politician Peter Barca's Co
Career Politician Peter Barc
FACEBOOK, 6.19.20; TWITTER 6.8.20
SECURITY
ON SOCIAL
TRUST
APPROVED BY BRYAN STEIL. PAID FOR BY STEIL FOR WISCONSIN, INC.
ENFORCEMENT
REP.BARCA
FOR RECKLESS
VOTED TO
Career Politician Peter
CUT VETERANS
SIDES WITH
WE CAN'T
Career Politician Peter Barca's Campaign
** Congress **
REP. BARCA
PETER BARCA
RUBBER STAMP
Career Politician Peter Barca's
BENEFITS
EXTREMISTS
OVER LAW
Congress
NY POST, 9.6.24","4d471445a93036ad3faecb3ee5cf4b3349eae8f4c57fb5dcbb3ddb41e69635df","https://adstransparency.google.com/advertiser/AR17414146112259883009/creative/CR00867773626483474433?political=&region=US"
"cid_2024_18886","CR15186566770208014337","house","candidate",6500,"STEIL FOR WISCONSIN, INC.","","our community has seen riots and vicious attacks on law enforcement career politicians like Peter Barka stand with groups that call us occupying soldiers threaten to slash our budgets he supported Sanctuary cities creating safe havens for illegal violent criminals sidelining the police putting our lives at risk Barka even supports open borders that would allow dangerous individuals into our country Peter buka can't be trusted to keep Wisconsin safe I'm Brian style and I approve this message because I will always stand with law enforcement","Facebook, 6/19/20; Twitter,6/8/20
sse Vote 329, 2/16/18: AB 450,Accessed 5/24/24
Facebook. 6/19/20: Twitter,6/8/20
REBARCA
C
""""Peter's Priorities."""" Barca For Wisconsin, Accessed 6/5/24
BryanSteil.com
CAREER POLITCIAN
Assermbly Vote 329,2/16/16; AB 450, Accessed 5/24/24:
DIO
SUPPORTED
Facebook. 6/19/20, lwitter. 6/8/20
REP,BARCA
Steil
Congress
KENOSHA COUNTY SHERIFF'S DEPARTMENT
TYY
Ste
SANCTUARY CITIES
Assembly Vote 329, 2/16/16: AB 450, Accessed 5/24/24:
CALLS LAW ENFORCEMENT
""""OCCUPYING SOLDIERS""""
""""Peter's Priorities,"""" Barca For Wisconsin, Accessed 6/5/24
POLICE
OPEN BORDERS
Facebook. 6/19/20:Twitter, 6/8/20
CAREER POLITICIAN
""""OCCUPYING SOLDIERS
Assembly Vote 329, 2/16/16; AB 450, Accessed 5/24/24:
US
Assembly Vote 329,2/16/16; AB 450, Accessed 5/24/24
Facebook. 6/19/20: Twitter, 6/8/20
Facebook.6/19/20: Twitter, 6/8/20
KSD
T.R.T
loie
PETER BARCA
American Conservative Union, Accessed 5/24/24
AC
Assembly Vote 329,2/16/16; AB 450. Accessed 5/24/24:
KS.D
SUPPORTS
PETER
REPA
Facebook. 6/19/20; Twitter, 6/8/20
Face","c3680277ac28c1867df9234c63561d8450d3df170de6ba99ada554b9042f9282","https://adstransparency.google.com/advertiser/AR17414146112259883009/creative/CR15186566770208014337?political=&region=US"
"cid_2024_18888","CR01308722869198389249","house","candidate",13750,"STEIL FOR WISCONSIN, INC.","","Peter Barka Dishonored our service and America's commitment to Veterans and Congress Barker voted to cut our benefits impacting Our lives our families it's just wrong it's just wrong veterans can't trust career politicians like Peter Barka and neither can you Brian style will always work to protect veterans like me Brian is not a career politician he's a fighter and he's always working for us I'm Brian style and I approve this message","HR 2264, U.S. HOUSE OF REPRESENTATIVES, 8.5.93
WHORAL
Steve
John C.
veRA
Steil
Congress
uper
auped
Veterans
BryanSteil.com
Area
Guan
veteran
EHORIA
Honor
Tom
F.S. ARMY
Veter
Tom W.
TRUST
2
Guard
Nick
Guard A
APPROVED BY BRYAN STEIL. PAID FOR BY STEIL FOR WISCONSIN, INC.
RA
EERA
Veteran
United States Marine Corps (Ret.)
Hond
United States Air Force (Ret.)
Guara
** Congress **
ORIA
WEMORIA
eteran
WHORA
pe
UST
APPROVED BY BRYAN STEIL. PAID FOR BY STEIL FOR WISCONSIN,INC.
PETER BARCA
CUT VETERAN BENEFITS
Hong
WECAN'T
United States Coast Guard Reserves (Ret.)
Ste
Stei
Weteran
Arsa","331113066fad74060fef5d18950bfb564fdd7869553f022f8e9c6d0750456871","https://adstransparency.google.com/advertiser/AR17414146112259883009/creative/CR01308722869198389249?political=&region=US"
"cid_2024_18913","CR04465363577938640897","house","candidate",54650,"DR KIM SCHRIER FOR CONGRESS","","in Congress I will always vote against a National Abortion ban and I'll always vote to protect IVF and birth control I'm Dr Kim shrier and I approve this message because these are your decisions your freedoms","SCHRIER
THIS MESSAGE WAS APPAOVED BY KIM SCHARIER AND PAID FOR BY OR, KIM SCHRIER FOR CONGAESS
Congresswoman
Dr. Kim Schrier
THIS MESSAGE WAS APPROVED BY KIM SCHRIER AND PAID FOR BY DR. KIM SCHRIER FOR CONGRESS.
THIS MESSAGE WAS APPROVED BY KIM SCHRIER ANO PAID FOR BY OR. KIM SCHRIER FOR CONGAESS
TIlUS MESSAGE WAS APPROVED BY KIM SCUAIER AND PAID FON BY DR, KIM SCIURIER FOR CONGTIESS,
DR.KIMY
DR.KIM *
DR.KIMX
CONGRESS
THIS MESSAGE WAS APPROVED BY KIM SCHRIER AND PAID FOR BY DR. KIM SCHRIER FOR CONGRESS
THIS MESSAGE WAS APPROVED BY KIM SCHRIER ANO PAID FOR BY DR. KIM SCHRIER FOR CONGRESS","5d2b1f99659de2391a8fb65a0c049fd9ac796ad746bbba6c4aa9c4161f8bf018","https://adstransparency.google.com/advertiser/AR17460931156655472641/creative/CR04465363577938640897?political=&region=US"
"cid_2024_18916","CR06586001550034862081","house","candidate",33550,"DR KIM SCHRIER FOR CONGRESS","","this bottle of insulin can save a life but it can cost a fortune that's why I voted to capit price at $35 a month for seniors so saving your life doesn't cost you your savings I'm Dr Kim shrier and I approve this message","INSULIN
THIS MESSAGE WAS APPROVED BY KIM SCHARIER AND PAID FOR BY DR. KIM SCHIRIER FOR CONGAESS.
E INSULIN -
DR.KIM X
P
THIS MESSAGE WAS APPROVED BY KIM SCHRIER AND PAID FOR BY DR. KIM SCHIRIER FOR CONGRESS.
THIS MESSAGE OWAS APPROVED BY KIM SCHAITER AND PAIO FAR AS TD NA SCARIER FOR CONGRESS.
THIS MESSAGE WAS APPROVED BY KIM SCHAIER AND PAID FOR BY OR, KIM SCHRIER FOR CONGRESS
Dr. Kim Schrier
E INSULINE
ppppp
THIS MESSAGE WAS APPROVED BY KIM SCHRIER ANT PAU PRI OLE PII SHRIER FOR CONGRESS.
E INSULINO
$35 a Month for Seniors
THIS MESSAGE WAS APPROVED BY KIM SCHRIER AND PAID FOR BYUE KIM SCHARIER FOR CONGHESS.
THIS MESSAGE WAS APPROVED BY KIM SCHRIER AND PAID FOR BY OR, KIM SCHRIER FOR CONGRESS.
SCHRIER
ecco 00000000
Dr. Kim
Congresswoman
ml C
$35 a Month
THIS MESSAGE WAS APPROVED BY KIM SCHARIER AND PAID FOR BY DR. KIM SCHRIER FOR CONGAESS.
ecco
E INSULIN
o
CONGRESS
DR.KIMX","a6aebe6f4bcbe91cd34f7fc06c4bd8ae8ff6780bbf16a4824c463cda7f08cb84","https://adstransparency.google.com/advertiser/AR17460931156655472641/creative/CR06586001550034862081?political=&region=US"
"cid_2024_18998","CR08518961683362742273","senate","candidate",312300,"Hung Cao for Virginia","","I'm hung cow retired Navy Captain I spent 25 years fighting for Americans all over the world I served because America saved my life and rescued my family from communism I didn't fight for Republicans Or democrats I fought for all Americans now career politicians like Tim Kane are putting party over country after 30 years it's time for something different I'm hunga Freedom isn't free you have to fight for it I approve this message","ENOORSEMENT BY THE DEPARTMENT OF THE NAW OR THE DEPARTMENT OF DEFENSE
SAIG0N, VIETNAM
ENDORSEMENT BY THE DEPARTMENT OF THE NAM OR THE DEPAR
ENDORSEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPARTME
HUNG CAO
USE OF MILITARY RANK, JOB TITLES, AND PHOTOGRAPHS IN UNIFORM DOES NOT IMPLY
30 YEARS
USE OF MILITARY RANK. JUB TILES, AND PHOTOGRAPHS
IT'S TIME
ASEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPARTMENT OF DEFENSE
TIM KAIN
ONE OF THE LAST FAMILIES OUT OF VIETNAM
FOR SOMETHING
PAID FOR BY HUNG CAO FOR VIRGINIA. APPROVED BY HUNG CAO.
MILITARY RANK JOB TITLES, AND PHOTOGRAP
TEXT HUNG TO 21412
ENDORSEMENT BY THE DEPARTMENT OF THE NAVY ORT
1975
CAREER POLITICIAN
TIM
PARTISAN
ENDORSEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPAR
TIMU
PAID FOR BY HUNG CAO FOR VIRGINIA. APPROVED BY HUNG CAO
ENDORSEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPARTMENT OF DEFENSE
ENDORSEMENT BY THE DEPARTMENT OF THE NAVY OR THE DEPA
CHUNG CAO
DIFFERENT
ENDORSEMENT BY THE DEPARTMENT OF THE NAVY OR TH
USE OF MILITARY RANK JOB TITLES, AND","486c7f058155591f0c917b0773c62648a3413093215b1a63de4017db1cb48d6f","https://adstransparency.google.com/advertiser/AR17639717004371820545/creative/CR08518961683362742273?political=&region=US"
