ad_id,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,page_name,disclaimer,ad_creative_body,ad_creative_link_caption,ad_creative_link_title,ad_creative_link_description,google_asr_text,aws_ocr_text_img,aws_ocr_text_vid
x_5577740415666135,0,0,0,1,0,0,0,0,1,Ammon Bundy for Governor,Ammon Bundy for Governor,"Idaho's governor received 18 billion dollars to impose lockdowns, have Christians and mothers arrested, issue mandates, and shut down businesses. Now, he plans to send you a $300 check. Was it worth it? Would you do it all again for $300? As governor of Idaho, I will never lock you down, mask you up, or sell your rights for federal funds. I will stand with you, I will stand up for you, and I will fight for you. Visit 👉 votebundy.com #votebundy #keepidahoidaho #idpol #idleg",,,,"Governor of Idaho issued lockdowns, he issued mandates, he had Christians and mothers arrested. He shut down businesses key. Mast up got vaccinated, he got the booster and in exchange for all of this. He got billions of dollars from the federal government. Now, just before the election, he's planning on. Sending you a check for around, $300 is $300 really worth the lockdowns, the social distancing, the mass, the school closures, The vaccinations the constant course of media and propaganda. Would you do it all again, for $300? I didn't think so. My name is Ammon Bundy, I might not be able to send you all a check for $300, but I will never lock you down mask, you up and sell your rights for federal funds. I will stand with you, I will stand up for you. And as governor of Idaho, I will fight for you this November 8, V Bundy for governor.",,KINEMASTER BIL 4 IDAHO RECEIVES $1.9 BILLION IN FEDERAL FUNDS CORONAVIRUS: YOUR LOCAL H.O. GOV. LITTLE ISSUES ORDER AMID CODIV 19 SPREAD 37° FIRST ALERT WX: ONLY DRY DAY OF THE WEEK IS TOMORROW Daily LOCAL 6:00 PM time ktvb.com the 08 4 IDAHO RECEIVES $1.9 BILLION IN FEDERAL FUNDS CORONAVIRUS: YOUR LOCAL GOV. ISSUES ORDER AMID CODIV 19 SPREAD 37° FIRST ALERT WX: ONLY DRY DAY OF THE WEEK IS TOMORROW Daily LOCAL 6:00 NEWS NOW CORONAVIRUS: YOUR LOCAL H.Q. 4 IDAHO RESIDENTS ORDERED TO STAY HOME CORONAVIRUS: LITTLE ISSUES ORDER AMID CODIV 19 SPREAD YOUR LOCAL FIRST ALERT ONLY DRY DAY OF THE WEEK TOMORROW Daily LOCAL JVC IDAHO REPORTS NEWS NOW CORONAVIRUS: YOUR LOCAL H'O 4 IDAHO RESIDENTS ORDERED TO STAY HOME CORONAVIRUS: GOV. LITTLE ISSUES ORDER AMID CODIV 19 SPREAD LOCAL FIRST ALERT ONLY DRY DAY OF THE WEEK IS TOMORROW Daily LOCAL JVC 4 IDAHO RESIDENTS ORDERED TO STAY HOME CORONAVIRUS: YOUR LOCAL H.Q. GOV. LITTLE ISSUES ORDER AMID CODIV 19 SPREAD 37° FIRST ALERT WX: ONLY DRY DAY OF THE WEEK IS TOMORROW Daily LOCAL 6:00 PM NEWS CLOSED We are temporarily closed due to the coronavirus COVID-19 virus. AMMON BUNDY FOR GOVERNOR PAID FOR BY AMMON BUNDY FOR GOVERNOR BIL ONS 4 IDAHO RECEIVES $1.9 BILLION IN FEDERAL FUNDS CORONAVIRUS: YOUR LOCAL GOV. LITTLE ISSUES ORDER AMID CODIV 19 SPREAD 37° FIRST ALERT WX: ONLY DRY DAY OF THE WEEK IS TOMORROW Daily LOCAL your 4 IDAHO RESIDENTS ORDERED TO STAY HOME CORONAVIRUS: YOUR LOCAL H.Q. GOV. LITTLE ISSUES ORDER AMID CODIV 19 SPREAD 37° FIRST ALERT WX: ONLY DRY DAY OF THE WEEK IS TOMORROW Daily LOCAL 6:00 PM TIME H AFP
x_5581126578674418,0,0,0,0,0,0,0,1,0,Climate Power,Climate Power,Tired of doomscrolling? You're in luck. President Biden heard our demands and delivered historic clean energy legislation that will cut carbon pollution by 40% and create millions of new jobs.,climatepower.us,"Stop Scrolling, We Made Climate History!",Life-changing climate policy is here,,,"climate legislation of our lifetime. Learn more: climatelawfacts.info Real impact, right now. PAID FOR BY CLIMATE POWER AND LEAGUE OF CONSERVATION VOTERS X nowallie So we took to the streets Send message 40% cut in toxic carbon pollution 40 percent reduction We saw our planet burning. TIME The Inflation Reduction Act Is About to Jumpstart U.S. Climate Policy and Change the World BY WORLAND UPDATED AUGUST PM EDT PM E PLURIBUS UN President Biden on Aug 16 signed into law a bill that aims to drug address climate raise some corporations taxes and shrink the (Video: The Washington Posti President Biden signed the most 40% cut in toxic carbon pollution in toxic carbon pollution. p.m. EDT Published August 2022 a.m ... X to demand change. carbon p in toxic carbon pollution. CLIMATE ACTION climate legislation of our lifetime. REAL IMPACT Real impact, right now. PAID FOR BY CLIMATE POWER AND LEAGUE OF CONSERVATION VOTERS TIME The Inflation Reduction Act Is About to Jumpstart U.S. Climate Policy and Change the World BY JUSTIN WORLAND AUGUST PM ORIGINALLY PUBLISHED AUGUST PM EDT E PLURIBUS UN President Biden on 16 signed into law a bill that aims to cut drug address climate raise some corporations taxes and shrink the (Video: The Washington Post) President Biden signed the most THE PLANET BURNiNG! MAKE CHANGE Cool 5 CLIMATE So we took to the streets 9:31 realtime FREEWAY ENTRANCE WEST CALIFORNIA 210 We saw our planet burning. Send message"
x_5582413041841924,0,0,0,0,0,0,0,1,1,Christine Drazan,Friends of Christine Drazan,"Leaders like Tina Kotek and Kate Brown have let us down. It’s time for a change. Christine will take on homelessness, expand school choice and make housing more affordable.",www.christinefororegon.com,Vote Christine Drazan,Vote by November 8,"Growing up in a small town. Things weren't always easy. But we believed in Oregon lately though leaders like Tena koe Tech and Kate Brown have let us down. They just don't seem to get it. It's time for a change. Like declaring homelessness, the emergency that it is getting politics out of our schools and expanding school choice. And let's make housing more affordable by making it easier to build. I believe in Oregon. Always have always will pay for my friends are Christian, Drazen pack ID 19050.",,CHRISTINE DRAZAN FOR GOVERNOR A NEW DIRECTION FOR OREGON PAID FOR BY FRIENDS OF CHRISTINE DRAZAN. PAC ID: 19050. LORI 1838 RE ALTY esByMORE.com L LORI 1838 ROADMAPFOROREGON.COM. LORI RE ALTY esByMORE.com L LORI 1838. CHRISTINDRAZAN. CHRISTINE DRAZAN PAID FOR BY FRIENDS OF CHRISTINE DRAZAN. PAC ID: 19050. PAID FOR BY FRIENDS OF CHRISTINE DRAZAN. PAC ID: 19050. : I. CHRISTINE DRAZAN. 20 ROADMAPFOROREGON.COM. LORI 838 RE LTY ByMORE.com LORI 1838. LORI 838 RE LTY ByMORE.com LORI. ROADMAPFOROREGON.COM
x_5599202786835078,1,0,0,0,0,0,0,0,0,Sarah Huckabee Sanders,Sarah for Governor,"Radical California Gov. Gavin Newsom has pledged $100,000 to defeat Sarah this November. Donate to help Sarah fight back!",winred.shsforgov.com,Help Sarah Counter Gavin's Attacks,Rush a donation now -->,,Let's make today. the day we surge past. Sarah Huckabee's. Fundraising.. I'm pledging $100k.. Let's do this.. CHIP IN $25 TO BEAT GAVIN,
x_5599271390117181,1,0,0,0,0,0,0,0,0,Evan McMullin,MCMULLIN FOR UTAH INC.,"Hi, it’s Evan McMullin. Did you see that Donald Trump Jr. and his extremist allies are sounding the alarm for donors to save Mike Lee’s campaign? They’re practically begging the far-right to bankroll Lee’s Senate campaign. Because it’s clear my independent Senate campaign has them shaking in their boots! We have Democrats, Republicans and independents standing together to defeat the far-right and replace Mike Lee in the Senate. So, can I count on you to chip in $10 to help us send a message that Utah is done with Mike Lee’s extremist brand of politics?",secure.actblue.com,Chip in $10 to stand up to extremism >>,,"Have you seen what Donald Trump jr. Tweeted about Mike Lee. He's begging his millions of followers to save Lee's campaign. That must mean. We're doing something right. Mike Lee and his allies are running scared because they've seen, we've got the momentum to replace Lee and actually get something done for you Tom's in the US Senate. But look, we know the far right? Is pouring money into Utah's. I speak to bankroll, Mike Leigh's, re-election, can I count on you to chip in ten or even twenty dollars to help us replace Michael? Lee, thank you.",,"Have you seen what Donald Trump Jr. Donald Trump Jr. @DonaldJTrumpJr Help my friend @MikeLeeforUtah by supporting his campaign. Have you seen what Donald Trump Jr. Donald Trump Jr. @DonaldJTrumpJr Help my friend @MikeLeeforUtah by supporting his campaign. A true conservative and a real fighter for America! tweeted about Mike Lee? Donald Trump Jr. @DonaldJTrumpJr Help my friend @MikeLeeforUtah by supporting his campaign. A true conservative and a real fighter for America! He's begging his millions of followers Donald Trump Jr. @DonaldJTrumpJr Help my friend @MikeLeeforUtah by supporting his campaign. A true conservative and a real fighter for America! to save Lee's campaign. Donald Trump Jr. @DonaldJTrumpJr Help my friend @MikeLeeforUtah by supporting his campaign. A true conservative and a real fighter for America! That must mean we're doing something right. Mike Lee and his allies are running scared because they've seen we've got the momentum to replace Lee and actually get something done for Utahns in the U.S. Senate. But look, we know the far-right is pouring money into Utah as I speak to bankroll Mike Lee's re-election. Can I count on you to chip in $10 or even $20 to help us replace Mike Lee? Thank you. McMULLIN U.S. SENATE CHIP IN TODAY TO REPLACE MIKE LEE CHIP IN"
x_5601289239940559,0,0,0,0,0,0,0,1,1,Mandela Barnes,Mandela Barnes for Wisconsin,"Independent fact-checks found Ron Johnson’s attacks on me are “FALSE” and “misleading.” Johnson is trying to hide his record: He co-sponsored eight abortion bans. Including a ban without exceptions for rape or incest. He said if women don’t like an abortion law, “they can move.” Read more: https://bit.ly/3SfPB2b",www.wrong4wisconsin.com,Ron Johnson Supported 8 National Abortion Bans,,"Ron Johnson tried to ban abortions and he co-sponsored a bill that makes no exceptions for rape incest and the life of the woman. And Johnson said, if women don't like a law they can move.",,"RON JOHNSON B ABORTIONS S.91, Co-Sponsored 11.3.11 RON JOHNSON ABORTIONS S.91, Co-Sponsored 11.3.11 RON JOHNSON RON JOHNSON'S BILL NO EXCEPTIONS The New York Times NYT 8.21.22 cosponsored, 11.3.11 introduced 1.25.11 RON JOHNSON'S BILL NO EXCEPTIONS The New York Times NYT 8.21.22 S.91, cosponsored, 11.3.11 introduced 1.25.11 EX RAPE RON JOHNSON'S BILL TIONS NO FOR RAPE INCEST The New York Times NYT introduced RON JOHNSON'S BILL NO TIONS FOR RAPE INCEST LIFE OF THE WOMAN The New NYT 8.21.22 11.3.11 introduced RON JOHNSON'S BILL NO EXCEPTIONS FOR RAPE INCEST LIFE OF THE WOMAN The New NYT introduced RON JOHNSON IF WOMEN DON'T IKE IT FOR BY MANDELA FOR WISCONSIN-APPROVED BY MANDELA BARNES. RON JOHNSON IF WOMEN DON'T IKE IT PAID FOR BY MANDELA BARNES FOR WISCONSIN. APPROVED BY MANDELA BARNES. RON JOHNSON IF WOMEN DON'T LIKE IT THEY CAN OVE - JOURNAL SENTINEI PAID FOR BARNES FOR WISCONSIN.APPROVED BY MANDELA BARNES. RON JOHNSON IF WOMEN DON'T LIKE IT THEY CAN OVE JOURNAL 5.1d.19 PAID FOR BY MANDELA FOR WISCONSIN-APPROVED BY MANDELA BARNES."
x_560151355869108,0,0,0,1,0,0,0,1,1,Rachel May for State Senate,NYS Democratic Senate Campaign Committee,Democrat Rachel May’s standing up for Central New York – defending women’s reproductive rights and preserving our environment.,rachelmay.org,Rachel May is A Champion for Central NY,,,"RE-ELECT. VOTE. RACHEL MAY. Tue, Nov 8. DEMOCRAT FOR STATE SENATE",
x_5602688253131060,0,0,0,0,0,0,0,0,1,Frank Agovino for PA Senate,Frank For PA Senate 26,"𝗧𝗶𝗺𝗲 𝗳𝗼𝗿 𝘀𝗺𝗮𝗹𝗹 𝗯𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝘀𝗼𝗹𝘂𝘁𝗶𝗼𝗻𝘀 𝗳𝗼𝗿 𝗯𝗶𝗴 𝗴𝗼𝘃𝗲𝗿𝗻𝗺𝗲𝗻𝘁 𝗽𝗿𝗼𝗯𝗹𝗲𝗺𝘀. Frank Agovino (R) is a small business owner and long-time educator. Frank’s companies include a coffee shop, which employs adults with disabilities, and an award-winning restaurant and catering company. His ventures employ over 60 people within the district he seeks office. Frank understands the challenges of growing a business while managing through labor shortages, making payroll, and fostering a workplace that allows employees to provide for their families. Frank supports… 🗳️ Lowering Gas and Food Prices 🗳️ Clean PA Energy to Lower Inflation 🗳️ Quality Education for Every Child 🗳️ Safer Neighborhoods Made Possible By Supporting Law Enforcement 🗳️ Honest, Transparent, and More Accountable Government 🗳️ Lowering Property Taxes for Delco Homeowners Like and follow to show your support!",facebook.com,Frank Agovino for PA Senate,,,Tem Basili. RE - gem. -. - BUTTER -. adidas adidas ET. Speciality. Bee. and - assem - -. -. - - - - -. PIR. NONE - Tour,
x_560342552523414,0,0,0,0,0,0,0,0,1,Pennsylvania Tough,Priorities USA Action and SMP. (202) 455-8428. (202) 871-9255. Not authorized by any candidate or candidate's committee.,"Mehmet Oz poured millions into Big Tech & Big Pharma companies, despite criticizing them on the campaign trail. Say NO to Oz.",abcnews.go.com,"Despite railing against Big Tech and Big Pharma, records show Dr. Oz has invested millions in both","Senate candidate Dr. Mehmet Oz has major investments in large pharmaceutical and Silicon Valley firms, despite railing against \""""Big Pharma\"""" and \""""Big Tech,\"""" records show.",,PAC. وطني,
x_5607589569333618,0,0,0,0,0,0,0,1,1,Tim Ryan,TIM RYAN FOR OHIO,"A 10 year old rape victim was denied an abortion in our state because she was 6 weeks and 3 days pregnant. And JD Vance thinks that’s fine. He wants to ban abortion, with no exception, even for rape and incest. https://bit.ly/3CDhyLT",dispatch.com,"As Ohio restricts abortions, 10-year-old girl travels to Indiana for procedure","After the Supreme Court overturned Roe v. Wade, it's left some in Ohio to travel outside the state for an abortion. Among them is a 10-year-old girl.",,JD VANCE. ABORTION BAN. NO EXCEPTIONS. TIM. RYAN. U.S. SENATE,
x_5610839395648663,1,0,0,0,0,0,0,0,0,Mandela Barnes,Mandela Barnes for Wisconsin,Please stop scrolling and take a minute to watch this message from Coach Holmgren ⬇️⬇️⬇️,actblue.com/mandelabarnes,Mandela Barnes for US Senate,,"Hey folks, how you doing coach Mike Holmgren here? We all know things on the football field can get nasty but the bologna being put out there by Ron Johnson and Mitch McConnell, just awful, Ron Johnson is live to wisconsinites and now he's lying about Mandela Barnes with millions of dollars in attack ads. We've got to throw a Hail Mary if we're going to raise the kind of money needed to compete against everything coming Mandela's way, and send Ron Johnson packing Mendel and I are counting on this team. So if you can step up with a five dollar donation right now, you'd be helping a whole lot. Thanks so much.",with millions of dollars in attack ads.,"Hey folks, how you doing? Coach Mike Holmgren here. We all know things on the football field can get nasty. But the baloney being put out there by Ron Johnson and Mitch McConnell just awful. Ron Johnson's lied to Wisconsinites, and now he's lying about Mandela Barnes with millions of dollars in attack ads. We've got to throw a Hail Mary if we're going to raise the kind of money needed to compete against everything coming Mandela's way and send Ron Johnson packing. Mandela and I are counting on this team. So if you can step up with a $5 donation right now, you'd be helping a whole lot. Thanks so much."
x_5614114328680202,0,0,0,1,0,0,0,0,0,JB Pritzker,JB for Governor,"Early voting is open and it means you get to vote when it’s convenient for YOU. So don’t delay, make a plan to vote for JB and Juliana today! Look up your early vote location here: illinoisvotes2022.com",illinoisvotes2022.com,Vote for JB & Juliana,You can vote today by mail or in person at some local election sites. Don't wait until November 8 to make your voice heard!,,They LOVE. voting early. -SO will you!,
x_562875125604296,0,0,0,0,0,0,1,0,1,Nevada Talks Action,Organizing Empowerment PAC,"Adam Laxalt led the fight to overturn Nevada’s 2020 election. Now he says he’ll try the same tactics to get elected. Help beat election denier Adam Laxalt, while earning up to $250 talking to your friends about voting. Join us today!",nevadatalksaction.org,Nevada Talks Action,,,NEVADA. TALKS. ACTION. 9. HELP BEAT 2020 ELECTION DENIER. ADAM LAXALT + EARN UP TO $250.. BEAT THESE GUYS (AGAIN!)). Paid for by Organizing Empowerment PAC. not authorized by any candidate DE candidate's committee,
x_563330702056471,0,0,0,0,0,0,0,0,1,Tim Scott,Tim Scott for Senate,"The Left believes that folks like me shouldn’t be able to think for themselves. When I try to share a differing opinion, the Left attacks me and my character. They’re trying to silence me from sharing my story, and I need your help to fight back. So please, humbly asking you to like my page!",facebook.com,Tim Scott,,,"""""The Radical Left. doesn't like that I. break their. narrative as a. black Republican. who can think. for himself. """". - Senator Tim Scott. LIKE MY PAGE ». PAID FOR BY TIM SCOTT FOR SENATE",
x_563878682171284,0,0,0,0,0,0,0,1,1,Matt Norris for MN House,Matt Norris for Minnesota,,votefornorris.com,Matt Norris for MN House,Support Matt Norris in his campaign for the Minnesota House of Representatives in Blaine.,,"Meet Matt. Citizen Advocate.. Blaine and Lexington. Matt. NORRIS. For Minnesota House. Three bills passed. Each with bipartisan support.. www.votefornorris.com. Prepared and paid for by the Committee for Matt Norris for Minnesota. P.O. Box 490868, Blaine, MN 55449",
x_564205728794789,0,1,0,0,0,0,0,1,0,Judicial Crisis Network,Judicial Crisis Network,🚨NEW ad🚨 Catherine Cortez Masto has refused to condemn the ongoing threats against the Supreme Court justices even after the assassination attempt on Justice Kavanaugh. Call Senator Masto to tell her to stand up to the mob and stop endangering justices: (202) 224-3542,judicialnetwork.com,Enough is enough.,,"Forgot my head novel 13 thinking of hurting anyone including yourself, the Supreme Court Justice? Do you have access anymore? I brought a firearm with me. There is pepper spray. There is a ninth, are you on foot here in the car? And I'm just standing in front of the house. And what were you coming up there? Just to her pimp correct. This is a sensation attempt should have been a Tipping Point for Catherine. Cortez masto, instead she stays silent. Tell her stand up to the Mob. Stop endangering justices.",,"[RING] STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: MONTGOMERY COUNTY 911... STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: ARE YOU THINKING OF STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: INCLUDING YOURSELF? STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: INCLUDING YOURSELF? LIBERAL GUNMAN: BRETT KAVANAUGH. STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: INCLUDING YOURSELF? LIBERAL GUNMAN: THE SUPREME COURT STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: DO YOU LIBERAL GUNMAN: THE SUPREME COURT JUSTICE. STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: DO YOU HAVE ACCESS TO ANY WEAPONS? LIBERAL GUNMAN: THE SUPREME COURT JUSTICE. STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: DO YOU HAVE ACCESS TO ANY WEAPONS? LIBERAL GUNMAN: I BROUGHT A FIREARM WITH ME. STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: DO YOU HAVE ACCESS TO ANY WEAPONS? LIBERAL GUNMAN: THERE IS PEPPER STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: DO YOU HAVE ACCESS TO ANY WEAPONS? LIBERAL GUNMAN: THERE IS PEPPER SPRAY, THERE STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: DO YOU HAVE ACCESS TO ANY WEAPONS? LIBERAL GUNMAN: THERE IS PEPPER SPRAY, THERE IS A KNIFE MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: ARE YOU ON FOOT? LIBERAL GUNMAN: THERE IS PEPPER SPRAY, THERE IS A KNIFE STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: ARE YOU ON FOOT? YOU IN A CAR? LIBERAL GUNMAN: I'M JUST STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: ARE YOU ON FOOT? YOU IN A CAR? LIBERAL GUNMAN: I'M JUST STANDING IN FRONT OF THE STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: WHAT WERE YOU LIBERAL GUNMAN: I'M JUST STANDING IN FRONT OF THE HOUSE. STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: JUST TO LIBERAL GUNMAN: I'M JUST STANDING IN FRONT OF THE HOUSE. STOP MONTGOMERY COUNTY 911 CALL JUNE 08, 2022 OPERATOR: JUST TO HURT HIM? LIBERAL GUNMAN: CORRECT. STOP Redfern going to justice Clarence Redfern @redfrnn to assassinate supreme Thomas CPFC id Thomas Redfern @redfrnn i'm going to assassinate supreme court justice Clarence Thomas Markus @yikesrus day is a great day to Clarence Thomas Redfern @redfrnn i'm going to assassinate supreme court justice Clarence Andrew Tarantola @Terrortola down the Supreme Court Redfern @redfrnn i'm going to assassinate supreme Sean CPFC tire Clarence Thomas Brandon @blgtylr ay safe out there everybody. ASD rn it down Redfern @redfrnn i'm going to assassinate supreme Sean CPFC @SH20CPFC 1d court justice Clarence Thomas Someone assassinate Clarence Thomas 3:54 PM Jun 22 Twitter Web App already ffs. Markus @yikesrus Today is a great day to assassinate Clarence Thomas ... Andrew Tarantola @Terrortola Brandon Burn down the Supreme @blgtylr Court Stay safe out there tonight, everybody. Also, burn it down. TELL SEN. CORTEZ MASTO: STOP PAID FOR BY JCN TELL SEN. CORTEZ MASTO: STOP ENDANGERING JUSTICES PAID FOR BY JCN TELL SEN. CORTEZ MASTO: STOP ENDANGERING JUSTICES CALL: (202) 224-3542 PAID FOR BY JCN"
x_564243162139995,1,0,0,0,0,0,0,1,0,Herschel Walker,"TEAM HERSCHEL, INC.","Hollywood donors are coming after me! It’s gotten so bad that my opponent is raising twice as much money from California as he is from our own state of Georgia! My campaign is being outraised and outspent. Don't let Hollywood elites buy Georgia’s Senate seat. FIGHT BACK and STAND UP for conservative values by chipping in $5, $10, or $34 IMMEDIATELY!",winred.teamherschel.com,,Chip in $5 or $10 right now!,"Hi, this is Herschel Walker, Hollywood. Donors are coming. After me, I need your help, 5 10, 15, 30 foot out of whatever. You can do it is time that we take back the Senate.",,"FOLDS of HONOR Hi, this is Herschel Walker. Hollywood after me? after me? S of HONOR need your help. $5, $10 do. you can $5, $10, do. you can $34, whatever $10, $15, $5, can you do. FOLDS of HONOR It is FOLD'S time that Senate. we take back the It is time that we take back the Senate. It is time that take back the FOLDS of Senate. HONOR we PAID FOR BY TEAM HERSCHEL, INC. HERSCHEL FOR SENATE DONATE NOW PAID FOR BY TEAM HERSCHEL, INC."
x_5643489475711269,0,0,0,0,1,0,0,0,0,Dan Crenshaw,DAN CRENSHAW VICTORY COMMITTEE,"Free student tickets available for everyone ages 14 - 26! Jordan Peterson IS BACK for the 2022 Crenshaw Youth Summit. He'll be zooming into us for a LIVE VIRTUAL Q&A right after the summit kicks off at 3pm on Saturday, October 8. All summit ticket holders are eligible to ask Jordan a question live. An application to join the Q&A will be emailed to you after your ticket is purchased. We will get through as many questions as possible! Oct 8 - 9 in Downtown Houston at the Hilton Americas.",eventbrite.com,Get tickets now >>,The Third Annual Crenshaw Youth Summit,,"CONFIRMED SPEAKER. Crenshow. YOUTH. SUMMIT. LIVE VIRTUAL Q&A WITH AUDIENCE. JORDAN B. PETERSON. OCTOBER 8 - 9, 2022. DOWNTOWN HOUSTON, TX. TICKETS AVAILABLE AT CRENSHAWYOUTHSUMMIT.COM. PAID FOR BY DAN CRENSHAW VICTORY COMMITTEE",
x_5648276428571802,0,0,0,0,0,0,0,0,1,Minnesota Today,ANGIE CRAIG FOR CONGRESS,"“Social Security is a promise we have made to the American people — if you work hard and play by the rules, the dignity of a secure retirement will be within your reach.” -Angie Craig Angie Craig introduced the bill to ensure that seniors don’t have to pay taxes on their Social Security benefits. She is fighting for seniors and protecting their benefits.",silive.com,"‘You Earned It, You Keep It’: Rep. Angie Craig’s New bill Would Eliminate Federal Taxes on Social Security Benefits",'Eliminating this tax will help Social Security benefits go further and ensure that American retirees have all the resources they need after a lifetime of hard work.',,SECURITY. SOCIAL. F HEALTH &,
x_5648890855174631,0,0,0,0,0,0,0,1,1,Reverend Raphael Warnock,WARNOCK FOR GEORGIA,Share this video. Georgians need to know the truth about Hershel Walker.,www.truthaboutherschel.com,The Truth About Herschel Walker,,"Stop. If your Georgia voter, you need to hear this Herschel Walker wants to make all abortion illegal for the bottom. There's no ban on abortion right now and I think that's a problem. Papa says, no exceptions. You'll know. It's a few in my mom, share this video. Georgians need to know the truth about Herschel Walker.",,"STOP! SABRINA S. If you're SABRINA S. You SARA z. A ALL ABORTION ILLEGAL HERSCHEL WALKER THERE'S NOT A NATIONAL TruthAboutHerschel.com HERSCHEL WALKER FRIGID RIGHT FAMOUS TruthAboutHerschel.com HERSCHEL WALKER FRIGID RIGHT NOW, AND I THINK THAT'S TruthAboutHerschel.com ALIVE STACYS. Walker STACYS. Walker says no exceptions. HERSCHEL WALKER THERE IS NO TruthAboutHerschel.com HERSCHEL WALKER THERE IS NO EXCEPTION IN MY MIND. TruthAboutHerschel.com HERSCHEL WALKER SO NO EXCEPTIONS? TruthAboutHerschel.com Share this video. PAID FOR BY WARNOCK FOR GEORGIA Georgians need to PAID FOR BY WARNOCK FOR GEORGIA TruthAboutHerschel.com PAID FOR BY WARNOCK FOR GEORGIA"
x_5650835444980716,0,0,0,1,0,0,0,0,1,Clint Penzo,Clint Penzo for Arkansas,"I'm ready to continue making positive changes for the hardworking taxpayers of Senate District 31. I have a proven track record of cutting taxes, saying NO to wasteful spending, and making sure government spends within its' means, just like our families do. I would like to ask for your vote for state Senate on November 8.",,,,"I'm Clint penso running for the Arkansas state senate to represent the place I've called home my entire line. This is the house I grew up in where my family has lived for, over 50 years, this is where I went to elementary school, right here in Taneytown, this is the field where I played, tackle for the Springdale bulldogs and learn lessons on leadership and teamwork. I went to college built my career in real estate and married. My wife. A lot has changed in, Northwest Arkansas, but one thing that hasn't is our conservative values. I've always been a Conservative Republican, I've never wavered and I never will. I'm 100% pro-life pro-second Amendment for lower taxes and less government for putting Arkansas first and standing on the Republican platform. My Christian faith. I've been blessed to represent this community as state representative. Remembering our history, In securing our future. If the bureaucrats Regulators are special interests want to get to you, they'll have to come through me. I'm Clint penzo asking for your vote for state.",,PENZO ALL STATE SENATE JARRELL WILLIAMS BULLDOG STADIUM CORE TAL JARRELL WILLIAMS BULLDOG STADIUM CORE DOWN JARRELL WILLIAMS BULLDOG STADIUM CORE Bulldog Stadi High School LLDOGS Bulldog Stadiu Bulldog Stadium BODY SLAM... Clint Penzo slams FHS quarterback Eric Betnar to the turf in the losing effort. photo by Travis Doster 6 5 Bull SLAM... Clint Penzo slams FHS quarterback Eric Betnar to the turf in the losing effort. photo by Travis Doster 6 54 PRO LIFE PRO LIFE PRO 2ND AMENDMENT PRO LIFE PRO 2ND AMENDMENT LOWER TAXES & LESS GOVERNMENT ARKANSAS FIRST ARKANSAS FIRST REPUBLICAN PLATFORM ARKANSAS FIRST REPUBLICAN PLATFORM CHRISTIAN FAITH Arkansas House Rep. Clint Penzo of Representatives Springdale TURNBO D PENZO STATE SENATE PENZO STATE SENATE PAID FOR BY CLINT PENZO SENATE CAMPAIGN
x_5660422784046415,0,0,0,1,0,0,0,1,1,AFP Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",GEORGIA! ELECTION DAY IS TODAY! Get to the polls and VOTE for Herschel Walker! He is the ONLY candidate who will fight back against the reckless policies that have caused INFLATION to go out of control!,afpaction.actcentr.com,Get to the polls! Vote for Herschel Walker TODAY!,VOTE TODAY to Send Herschel Walker To Washington!,,"HERSCHEL WALKER. FOR SENATE. VOTE TODAY,. FIGHT BACK. AGAINST. INFLATION!. TODAY. IS ELECTION DAY. PAID FOR BY AMERICANS FOR PROSPERITY ACTION. NOT AUTHORIZED. BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE AFPACTION.COM.",
